underwriting_sk,policy_sk,customer_sk,vehicle_sk,underwriting_date_sk,risk_score,risk_band,fraud_probability,underwriting_decision,recommendation,manual_review_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,explanation_generated,model_version
96521,96521,96521,96521,20250116,81,Very High,0.81,Rejected,Reject,False,3,34,6,76.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96522,96522,96522,96522,20251029,40,Medium,0.4,Rejected,Refer Underwriter,True,36,2,3,86.36,Manual,Priya,SLA Breached,True,UW_AI_v1.1
96523,96523,96523,96523,20250808,91,Very High,0.91,Rejected,Reject,False,7,28,5,85.09,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96524,96524,96524,96524,20250717,40,Medium,0.4,Rejected,Refer Underwriter,True,72,14,1,94.25,Manual,Priya,SLA Breached,True,UW_AI_v2.0
96525,96525,96525,96525,20250325,14,Low,0.14,Approved,Auto Approve,False,2,1,7,78.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96526,96526,96526,96526,20250325,28,Low,0.28,Approved,Auto Approve,False,4,-1,1,87.45,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96527,96527,96527,96527,20251003,73,High,0.73,Rejected,Reject,False,2,24,6,83.6,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96528,96528,96528,96528,20250406,23,Low,0.23,Approved,Auto Approve,False,4,-4,4,88.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96529,96529,96529,96529,20250113,11,Low,0.11,Approved,Auto Approve,False,3,4,7,94.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96530,96530,96530,96530,20250824,36,Medium,0.36,Rejected,Refer Underwriter,True,78,6,7,94.63,Manual,Priya,SLA Breached,True,UW_AI_v1.0
96531,96531,96531,96531,20250421,81,Very High,0.81,Rejected,Reject,False,6,27,6,77.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96532,96532,96532,96532,20250921,90,Very High,0.9,Rejected,Reject,False,3,32,6,75.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96533,96533,96533,96533,20250516,45,Medium,0.45,Approved,Refer Underwriter,True,52,4,1,97.36,Manual,John,SLA Breached,True,UW_AI_v1.1
96534,96534,96534,96534,20250325,96,Very High,0.96,Rejected,Reject,False,6,28,6,75.41,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96535,96535,96535,96535,20250718,78,High,0.78,Rejected,Reject,False,4,31,1,99.83,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96536,96536,96536,96536,20250214,28,Low,0.28,Approved,Auto Approve,False,3,-2,6,77.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96537,96537,96537,96537,20250208,25,Low,0.25,Approved,Auto Approve,False,7,-8,6,75.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96538,96538,96538,96538,20250928,99,Very High,0.99,Rejected,Reject,False,6,23,5,88.83,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96539,96539,96539,96539,20250326,14,Low,0.14,Approved,Auto Approve,False,5,-9,3,85.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96540,96540,96540,96540,20250307,97,Very High,0.97,Rejected,Reject,False,7,15,7,78.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96541,96541,96541,96541,20250707,91,Very High,0.91,Rejected,Reject,False,6,15,3,96.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96542,96542,96542,96542,20250818,97,Very High,0.97,Rejected,Reject,False,5,22,1,81.48,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96543,96543,96543,96543,20250921,74,High,0.74,Rejected,Reject,False,2,29,6,79.33,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96544,96544,96544,96544,20250715,36,Medium,0.36,Approved,Refer Underwriter,True,74,0,3,93.04,Manual,Priya,SLA Breached,True,UW_AI_v2.0
96545,96545,96545,96545,20251116,61,High,0.61,Rejected,Refer Underwriter,True,25,12,7,76.33,Manual,Alice,Within SLA,True,UW_AI_v2.0
96546,96546,96546,96546,20251120,33,Medium,0.33,Approved,Auto Approve,False,2,2,3,93.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96547,96547,96547,96547,20250518,35,Medium,0.35,Approved,Refer Underwriter,True,62,8,6,78.59,Manual,Priya,SLA Breached,True,UW_AI_v2.0
96548,96548,96548,96548,20250309,40,Medium,0.4,Rejected,Refer Underwriter,True,59,5,6,95.17,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
96549,96549,96549,96549,20250226,73,High,0.73,Rejected,Reject,False,4,31,2,78.76,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96550,96550,96550,96550,20250919,23,Low,0.23,Approved,Auto Approve,False,4,-5,2,97.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96551,96551,96551,96551,20250923,29,Low,0.29,Approved,Auto Approve,False,6,-1,7,80.38,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96552,96552,96552,96552,20250129,52,Medium,0.52,Approved,Refer Underwriter,True,75,11,1,85.13,Manual,Alice,SLA Breached,True,UW_AI_v1.0
96553,96553,96553,96553,20251019,77,High,0.77,Rejected,Reject,False,6,26,3,76.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96554,96554,96554,96554,20250211,90,Very High,0.9,Rejected,Reject,False,2,31,5,80.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96555,96555,96555,96555,20250827,12,Low,0.12,Approved,Auto Approve,False,7,-7,3,83.08,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96556,96556,96556,96556,20250504,77,High,0.77,Rejected,Reject,False,3,16,1,98.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96557,96557,96557,96557,20250715,98,Very High,0.98,Rejected,Reject,False,6,26,6,93.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96558,96558,96558,96558,20250325,59,Medium,0.59,Rejected,Refer Underwriter,True,32,5,2,88.18,Manual,Priya,SLA Breached,True,UW_AI_v1.0
96559,96559,96559,96559,20250529,97,Very High,0.97,Rejected,Reject,False,6,15,6,80.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96560,96560,96560,96560,20250404,77,High,0.77,Rejected,Reject,False,7,24,6,88.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96561,96561,96561,96561,20250630,88,Very High,0.88,Rejected,Reject,False,5,16,4,97.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96562,96562,96562,96562,20251218,99,Very High,0.99,Rejected,Reject,False,7,25,2,99.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96563,96563,96563,96563,20250427,92,Very High,0.92,Rejected,Reject,False,3,16,1,92.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96564,96564,96564,96564,20250222,98,Very High,0.98,Rejected,Reject,False,6,27,4,90.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96565,96565,96565,96565,20251126,30,Medium,0.3,Approved,Auto Approve,False,7,-4,4,89.93,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96566,96566,96566,96566,20250220,72,High,0.72,Rejected,Reject,False,7,16,4,97.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96567,96567,96567,96567,20250327,90,Very High,0.9,Rejected,Reject,False,7,24,2,89.09,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96568,96568,96568,96568,20250211,15,Low,0.15,Approved,Auto Approve,False,3,0,2,84.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96569,96569,96569,96569,20250920,23,Low,0.23,Approved,Auto Approve,False,3,-6,4,94.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96570,96570,96570,96570,20250622,92,Very High,0.92,Rejected,Reject,False,3,15,5,96.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96571,96571,96571,96571,20250424,93,Very High,0.93,Rejected,Reject,False,3,20,1,88.76,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96572,96572,96572,96572,20250117,89,Very High,0.89,Rejected,Reject,False,4,34,3,87.95,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96573,96573,96573,96573,20251201,73,High,0.73,Rejected,Reject,False,7,22,3,80.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96574,96574,96574,96574,20250124,63,High,0.63,Approved,Refer Underwriter,True,29,9,1,97.41,Manual,Priya,Within SLA,True,UW_AI_v2.0
96575,96575,96575,96575,20250411,17,Low,0.17,Approved,Auto Approve,False,7,-10,1,77.23,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96576,96576,96576,96576,20250505,96,Very High,0.96,Rejected,Reject,False,6,21,4,80.21,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96577,96577,96577,96577,20250805,87,Very High,0.87,Rejected,Reject,False,4,16,2,93.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96578,96578,96578,96578,20250130,65,High,0.65,Rejected,Refer Underwriter,True,39,2,3,84.53,Manual,David,SLA Breached,True,UW_AI_v2.0
96579,96579,96579,96579,20250118,21,Low,0.21,Approved,Auto Approve,False,5,-10,2,78.5,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96580,96580,96580,96580,20250509,71,High,0.71,Rejected,Reject,False,7,23,7,94.36,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96581,96581,96581,96581,20250704,41,Medium,0.41,Rejected,Refer Underwriter,True,33,7,2,87.56,Manual,John,SLA Breached,True,UW_AI_v1.0
96582,96582,96582,96582,20250905,58,Medium,0.58,Rejected,Refer Underwriter,True,54,14,2,76.15,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
96583,96583,96583,96583,20250620,48,Medium,0.48,Approved,Refer Underwriter,True,59,5,4,86.85,Manual,Alice,SLA Breached,True,UW_AI_v2.0
96584,96584,96584,96584,20250917,94,Very High,0.94,Rejected,Reject,False,7,34,4,92.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96585,96585,96585,96585,20251016,86,Very High,0.86,Rejected,Reject,False,3,34,3,94.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96586,96586,96586,96586,20250217,87,Very High,0.87,Rejected,Reject,False,2,28,1,88.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96587,96587,96587,96587,20250503,45,Medium,0.45,Rejected,Refer Underwriter,True,38,8,5,79.59,Manual,Alice,SLA Breached,True,UW_AI_v2.0
96588,96588,96588,96588,20250923,66,High,0.66,Rejected,Refer Underwriter,True,55,14,1,87.88,Manual,John,SLA Breached,True,UW_AI_v1.1
96589,96589,96589,96589,20250505,75,High,0.75,Rejected,Reject,False,6,31,2,81.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96590,96590,96590,96590,20250427,57,Medium,0.57,Rejected,Refer Underwriter,True,76,2,6,89.31,Manual,David,SLA Breached,True,UW_AI_v2.0
96591,96591,96591,96591,20251022,93,Very High,0.93,Rejected,Reject,False,2,23,2,94.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96592,96592,96592,96592,20250908,59,Medium,0.59,Rejected,Refer Underwriter,True,33,11,7,92.85,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
96593,96593,96593,96593,20250315,70,High,0.7,Rejected,Reject,False,5,25,2,97.2,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96594,96594,96594,96594,20250909,39,Medium,0.39,Approved,Refer Underwriter,True,29,2,2,77.09,Manual,Priya,Within SLA,True,UW_AI_v1.0
96595,96595,96595,96595,20251202,52,Medium,0.52,Rejected,Refer Underwriter,True,78,10,5,92.62,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
96596,96596,96596,96596,20250113,68,High,0.68,Rejected,Refer Underwriter,True,31,6,6,90.68,Manual,David,SLA Breached,True,UW_AI_v2.0
96597,96597,96597,96597,20250308,17,Low,0.17,Approved,Auto Approve,False,2,-4,2,84.09,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96598,96598,96598,96598,20250117,5,Low,0.05,Approved,Auto Approve,False,3,4,3,98.33,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96599,96599,96599,96599,20251025,5,Low,0.05,Approved,Auto Approve,False,5,-10,6,91.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96600,96600,96600,96600,20250817,19,Low,0.19,Approved,Auto Approve,False,2,-10,5,94.39,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96601,96601,96601,96601,20250427,84,Very High,0.84,Rejected,Reject,False,5,32,7,90.22,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96602,96602,96602,96602,20250711,29,Low,0.29,Approved,Auto Approve,False,6,-2,4,85.53,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96603,96603,96603,96603,20251006,8,Low,0.08,Approved,Auto Approve,False,7,0,4,88.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96604,96604,96604,96604,20250709,79,High,0.79,Rejected,Reject,False,5,16,4,85.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96605,96605,96605,96605,20250717,30,Medium,0.3,Approved,Auto Approve,False,6,-9,4,82.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96606,96606,96606,96606,20250226,20,Low,0.2,Approved,Auto Approve,False,6,-6,2,81.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96607,96607,96607,96607,20250507,99,Very High,0.99,Rejected,Reject,False,3,30,6,89.06,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96608,96608,96608,96608,20251215,85,Very High,0.85,Rejected,Reject,False,2,26,5,96.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96609,96609,96609,96609,20250122,51,Medium,0.51,Approved,Refer Underwriter,True,63,8,4,75.9,Manual,Priya,SLA Breached,True,UW_AI_v1.1
96610,96610,96610,96610,20250824,92,Very High,0.92,Rejected,Reject,False,7,25,5,81.73,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96611,96611,96611,96611,20250829,36,Medium,0.36,Approved,Refer Underwriter,True,76,9,7,75.35,Manual,John,SLA Breached,True,UW_AI_v1.1
96612,96612,96612,96612,20250129,66,High,0.66,Rejected,Refer Underwriter,True,61,13,1,82.71,Manual,David,SLA Breached,True,UW_AI_v2.0
96613,96613,96613,96613,20250622,99,Very High,0.99,Rejected,Reject,False,7,27,2,78.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96614,96614,96614,96614,20250829,83,Very High,0.83,Rejected,Reject,False,5,29,3,85.77,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96615,96615,96615,96615,20250503,69,High,0.69,Rejected,Refer Underwriter,True,81,11,3,80.02,Manual,Priya,SLA Breached,True,UW_AI_v2.0
96616,96616,96616,96616,20250623,29,Low,0.29,Approved,Auto Approve,False,2,2,2,91.42,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96617,96617,96617,96617,20251216,96,Very High,0.96,Rejected,Reject,False,7,24,4,95.48,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96618,96618,96618,96618,20250823,52,Medium,0.52,Rejected,Refer Underwriter,True,51,2,1,78.56,Manual,David,SLA Breached,True,UW_AI_v1.0
96619,96619,96619,96619,20251013,30,Medium,0.3,Approved,Auto Approve,False,5,-1,1,82.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96620,96620,96620,96620,20250812,12,Low,0.12,Approved,Auto Approve,False,6,-4,3,75.21,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96621,96621,96621,96621,20250412,52,Medium,0.52,Approved,Refer Underwriter,True,39,5,4,85.26,Manual,Alice,SLA Breached,True,UW_AI_v2.0
96622,96622,96622,96622,20250223,61,High,0.61,Approved,Refer Underwriter,True,46,10,2,89.41,Manual,Priya,SLA Breached,True,UW_AI_v1.0
96623,96623,96623,96623,20251003,54,Medium,0.54,Approved,Refer Underwriter,True,85,13,5,90.04,Manual,David,SLA Breached,True,UW_AI_v1.1
96624,96624,96624,96624,20250224,6,Low,0.06,Approved,Auto Approve,False,3,-3,3,93.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96625,96625,96625,96625,20250212,67,High,0.67,Approved,Refer Underwriter,True,61,4,5,91.75,Manual,David,SLA Breached,True,UW_AI_v2.0
96626,96626,96626,96626,20251215,26,Low,0.26,Approved,Auto Approve,False,5,-9,6,84.72,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96627,96627,96627,96627,20250113,77,High,0.77,Rejected,Reject,False,4,19,6,91.42,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96628,96628,96628,96628,20251201,15,Low,0.15,Approved,Auto Approve,False,7,-8,5,81.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96629,96629,96629,96629,20250729,23,Low,0.23,Approved,Auto Approve,False,2,4,1,91.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96630,96630,96630,96630,20250825,57,Medium,0.57,Approved,Refer Underwriter,True,43,12,7,98.13,Manual,Priya,SLA Breached,True,UW_AI_v1.1
96631,96631,96631,96631,20250109,44,Medium,0.44,Rejected,Refer Underwriter,True,80,5,6,91.47,Manual,John,SLA Breached,True,UW_AI_v1.1
96632,96632,96632,96632,20251009,36,Medium,0.36,Rejected,Refer Underwriter,True,55,2,3,81.13,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
96633,96633,96633,96633,20250205,24,Low,0.24,Approved,Auto Approve,False,6,3,5,88.14,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96634,96634,96634,96634,20251128,75,High,0.75,Rejected,Reject,False,3,23,1,93.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96635,96635,96635,96635,20251112,62,High,0.62,Rejected,Refer Underwriter,True,58,8,5,94.61,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
96636,96636,96636,96636,20250913,25,Low,0.25,Approved,Auto Approve,False,2,-2,7,97.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96637,96637,96637,96637,20250407,55,Medium,0.55,Rejected,Refer Underwriter,True,72,13,5,94.5,Manual,David,SLA Breached,True,UW_AI_v1.0
96638,96638,96638,96638,20250426,90,Very High,0.9,Rejected,Reject,False,3,32,1,80.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96639,96639,96639,96639,20251021,5,Low,0.05,Approved,Auto Approve,False,4,-6,2,91.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96640,96640,96640,96640,20250701,89,Very High,0.89,Rejected,Reject,False,6,31,1,97.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96641,96641,96641,96641,20251105,23,Low,0.23,Approved,Auto Approve,False,2,-9,7,94.36,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96642,96642,96642,96642,20251228,99,Very High,0.99,Rejected,Reject,False,7,33,1,76.28,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96643,96643,96643,96643,20250524,52,Medium,0.52,Approved,Refer Underwriter,True,33,13,6,86.72,Manual,David,SLA Breached,True,UW_AI_v1.1
96644,96644,96644,96644,20250822,89,Very High,0.89,Rejected,Reject,False,3,30,5,87.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96645,96645,96645,96645,20251007,95,Very High,0.95,Rejected,Reject,False,5,23,7,95.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96646,96646,96646,96646,20250515,93,Very High,0.93,Rejected,Reject,False,6,15,6,94.53,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96647,96647,96647,96647,20250924,97,Very High,0.97,Rejected,Reject,False,2,32,3,84.16,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96648,96648,96648,96648,20250109,33,Medium,0.33,Approved,Auto Approve,False,2,-4,1,88.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96649,96649,96649,96649,20250606,13,Low,0.13,Approved,Auto Approve,False,4,2,1,80.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96650,96650,96650,96650,20250304,29,Low,0.29,Approved,Auto Approve,False,2,-4,3,76.09,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96651,96651,96651,96651,20250220,17,Low,0.17,Approved,Auto Approve,False,5,-3,2,85.61,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96652,96652,96652,96652,20250822,67,High,0.67,Approved,Refer Underwriter,True,55,3,5,91.84,Manual,David,SLA Breached,True,UW_AI_v1.0
96653,96653,96653,96653,20250702,38,Medium,0.38,Approved,Refer Underwriter,True,21,3,4,88.24,Manual,Priya,Within SLA,True,UW_AI_v1.0
96654,96654,96654,96654,20250428,38,Medium,0.38,Rejected,Refer Underwriter,True,69,14,2,89.5,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
96655,96655,96655,96655,20250519,91,Very High,0.91,Rejected,Reject,False,7,16,3,78.98,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96656,96656,96656,96656,20250323,29,Low,0.29,Approved,Auto Approve,False,6,-5,1,97.65,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96657,96657,96657,96657,20250106,50,Medium,0.5,Rejected,Refer Underwriter,True,69,3,1,92.89,Manual,John,SLA Breached,True,UW_AI_v2.0
96658,96658,96658,96658,20250824,27,Low,0.27,Approved,Auto Approve,False,3,-3,7,96.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96659,96659,96659,96659,20251105,42,Medium,0.42,Rejected,Refer Underwriter,True,20,7,1,96.04,Manual,Alice,Within SLA,True,UW_AI_v2.0
96660,96660,96660,96660,20250616,25,Low,0.25,Approved,Auto Approve,False,3,4,4,85.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96661,96661,96661,96661,20250522,16,Low,0.16,Approved,Auto Approve,False,2,-3,4,95.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96662,96662,96662,96662,20250718,43,Medium,0.43,Approved,Refer Underwriter,True,67,12,4,86.33,Manual,Priya,SLA Breached,True,UW_AI_v1.0
96663,96663,96663,96663,20250210,51,Medium,0.51,Rejected,Refer Underwriter,True,80,1,5,88.06,Manual,David,SLA Breached,True,UW_AI_v1.0
96664,96664,96664,96664,20250920,62,High,0.62,Approved,Refer Underwriter,True,41,9,3,85.91,Manual,David,SLA Breached,True,UW_AI_v1.1
96665,96665,96665,96665,20250118,85,Very High,0.85,Rejected,Reject,False,7,16,7,78.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96666,96666,96666,96666,20250529,21,Low,0.21,Approved,Auto Approve,False,7,-3,5,92.95,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96667,96667,96667,96667,20250326,14,Low,0.14,Approved,Auto Approve,False,7,-8,5,79.72,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96668,96668,96668,96668,20251219,46,Medium,0.46,Rejected,Refer Underwriter,True,87,10,6,99.66,Manual,Priya,SLA Breached,True,UW_AI_v1.0
96669,96669,96669,96669,20250808,55,Medium,0.55,Approved,Refer Underwriter,True,78,0,3,99.63,Manual,Alice,SLA Breached,True,UW_AI_v1.1
96670,96670,96670,96670,20250219,72,High,0.72,Rejected,Reject,False,2,21,7,91.19,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96671,96671,96671,96671,20250508,11,Low,0.11,Approved,Auto Approve,False,4,-9,1,84.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96672,96672,96672,96672,20250125,92,Very High,0.92,Rejected,Reject,False,2,27,3,93.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96673,96673,96673,96673,20251106,32,Medium,0.32,Approved,Auto Approve,False,3,1,1,79.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96674,96674,96674,96674,20250515,63,High,0.63,Rejected,Refer Underwriter,True,77,5,5,86.49,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
96675,96675,96675,96675,20250104,33,Medium,0.33,Approved,Auto Approve,False,7,-4,4,99.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96676,96676,96676,96676,20250212,56,Medium,0.56,Approved,Refer Underwriter,True,45,4,6,82.3,Manual,John,SLA Breached,True,UW_AI_v1.1
96677,96677,96677,96677,20250621,36,Medium,0.36,Approved,Refer Underwriter,True,25,9,1,82.54,Manual,John,Within SLA,True,UW_AI_v2.0
96678,96678,96678,96678,20251216,19,Low,0.19,Approved,Auto Approve,False,3,-6,7,77.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96679,96679,96679,96679,20250328,77,High,0.77,Rejected,Reject,False,7,24,6,96.31,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96680,96680,96680,96680,20250321,74,High,0.74,Rejected,Reject,False,3,19,1,89.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96681,96681,96681,96681,20250331,14,Low,0.14,Approved,Auto Approve,False,2,4,1,91.51,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96682,96682,96682,96682,20250930,84,Very High,0.84,Rejected,Reject,False,5,33,6,87.77,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
96683,96683,96683,96683,20250430,83,Very High,0.83,Rejected,Reject,False,3,34,2,89.05,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96684,96684,96684,96684,20250812,80,Very High,0.8,Rejected,Reject,False,6,19,4,85.36,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96685,96685,96685,96685,20250701,72,High,0.72,Rejected,Reject,False,5,26,7,96.39,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96686,96686,96686,96686,20250804,93,Very High,0.93,Rejected,Reject,False,3,19,1,88.47,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96687,96687,96687,96687,20250115,61,High,0.61,Rejected,Refer Underwriter,True,68,6,2,92.82,Manual,Alice,SLA Breached,True,UW_AI_v2.0
96688,96688,96688,96688,20250717,55,Medium,0.55,Rejected,Refer Underwriter,True,43,5,4,97.92,Manual,John,SLA Breached,True,UW_AI_v1.1
96689,96689,96689,96689,20251007,11,Low,0.11,Approved,Auto Approve,False,4,4,3,91.68,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
96690,96690,96690,96690,20251028,46,Medium,0.46,Approved,Refer Underwriter,True,32,8,2,75.48,Manual,David,SLA Breached,True,UW_AI_v1.1
96691,96691,96691,96691,20250716,21,Low,0.21,Approved,Auto Approve,False,5,-7,5,99.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
96692,96692,96692,96692,20250615,45,Medium,0.45,Rejected,Refer Underwriter,True,81,6,2,95.95,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
