quote_sk,quote_id,customer_sk,vehicle_sk,policy_sk,channel_sk,date_sk,quoted_premium,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,days_since_last_contact,quote_value_band
68581,Q168580,68581,68581,68581,105,20250523,5390.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,149,Medium
68582,Q168581,68582,68582,68582,105,20251120,4947.0,1,1,Converted,Policy Issued,Mobile,Agent,82,Medium
68583,Q168582,68583,68583,68583,5,20250815,4844.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,249,Medium
68584,Q168583,68584,68584,68584,105,20250706,5633.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,252,High
68585,Q168584,68585,68585,68585,6,20250305,5176.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,187,Medium
68586,Q168585,68586,68586,68586,135,20250321,5520.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,27,High
68587,Q168586,68587,68587,68587,24,20250402,4917.0,0,0,Abandoned,Premium Calculation,Mobile,Website,105,Medium
68588,Q168587,68588,68588,68588,24,20250316,5206.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,140,Medium
68589,Q168588,68589,68589,68589,24,20250608,5330.0,0,0,Abandoned,Document Upload,Tablet,Agent,113,Medium
68590,Q168589,68590,68590,68590,104,20250623,5200.0,1,1,Converted,Policy Issued,Mobile,Aggregator,145,Medium
68591,Q168590,68591,68591,68591,74,20251026,5607.0,0,0,Abandoned,Document Upload,Mobile,Agent,267,High
68592,Q168591,68592,68592,68592,24,20250802,4763.0,1,1,Converted,Policy Issued,Desktop,Agent,289,Medium
68593,Q168592,68593,68593,68593,24,20250906,5054.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,63,Medium
68594,Q168593,68594,68594,68594,105,20250730,4713.0,0,0,Abandoned,Premium Calculation,Mobile,Website,277,Medium
68595,Q168594,68595,68595,68595,24,20250729,5516.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,63,High
68596,Q168595,68596,68596,68596,105,20250408,5152.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,141,Medium
68597,Q168596,68597,68597,68597,23,20250920,5170.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,101,Medium
68598,Q168597,68598,68598,68598,24,20250907,5635.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,252,High
68599,Q168598,68599,68599,68599,105,20250426,5480.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,207,Medium
68600,Q168599,68600,68600,68600,27,20251104,5407.0,1,1,Converted,Policy Issued,Mobile,Agent,49,Medium
68601,Q168600,68601,68601,68601,105,20250305,5347.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,58,Medium
68602,Q168601,68602,68602,68602,24,20251004,4778.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,182,Medium
68603,Q168602,68603,68603,68603,105,20250301,5223.0,1,1,Converted,Policy Issued,Tablet,Agent,200,Medium
68604,Q168603,68604,68604,68604,23,20250921,4989.0,1,1,Converted,Policy Issued,Mobile,Agent,30,Medium
68605,Q168604,68605,68605,68605,24,20250527,4733.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,76,Medium
68606,Q168605,68606,68606,68606,24,20250209,5476.0,0,0,Abandoned,Document Upload,Desktop,Website,122,Medium
68607,Q168606,68607,68607,68607,24,20250607,5208.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,266,Medium
68608,Q168607,68608,68608,68608,24,20251102,5163.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,230,Medium
68609,Q168608,68609,68609,68609,24,20250701,4969.0,1,1,Converted,Policy Issued,Desktop,Mobile App,134,Medium
68610,Q168609,68610,68610,68610,47,20250116,5150.0,0,0,Abandoned,Premium Calculation,Mobile,Website,223,Medium
68611,Q168610,68611,68611,68611,14,20250727,4858.0,0,0,Abandoned,Document Upload,Tablet,Website,263,Medium
68612,Q168611,68612,68612,68612,24,20250722,4759.0,0,0,Abandoned,Document Upload,Mobile,Agent,150,Medium
68613,Q168612,68613,68613,68613,132,20250613,4902.0,0,0,Abandoned,Document Upload,Tablet,Agent,47,Medium
68614,Q168613,68614,68614,68614,24,20251030,5272.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,191,Medium
68615,Q168614,68615,68615,68615,24,20250831,5603.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,162,High
68616,Q168615,68616,68616,68616,135,20250713,5408.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,25,Medium
68617,Q168616,68617,68617,68617,105,20250120,4761.0,1,1,Converted,Policy Issued,Tablet,Aggregator,70,Medium
68618,Q168617,68618,68618,68618,105,20251006,5517.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,210,High
68619,Q168618,68619,68619,68619,21,20251220,4869.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,65,Medium
68620,Q168619,68620,68620,68620,134,20250911,4897.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,159,Medium
68621,Q168620,68621,68621,68621,24,20250409,4866.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,38,Medium
68622,Q168621,68622,68622,68622,11,20250405,5396.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,201,Medium
68623,Q168622,68623,68623,68623,24,20250113,4990.0,0,0,Abandoned,Document Upload,Mobile,Agent,132,Medium
68624,Q168623,68624,68624,68624,24,20250107,5594.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,261,High
68625,Q168624,68625,68625,68625,105,20250619,6323.0,0,0,Abandoned,Premium Calculation,Tablet,Website,294,High
68626,Q168625,68626,68626,68626,24,20250110,5440.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,249,Medium
68627,Q168626,68627,68627,68627,106,20251003,4843.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,209,Medium
68628,Q168627,68628,68628,68628,12,20250513,4843.0,0,0,Abandoned,Premium Calculation,Desktop,Website,285,Medium
68629,Q168628,68629,68629,68629,24,20250415,4719.0,1,1,Converted,Policy Issued,Mobile,Aggregator,141,Medium
68630,Q168629,68630,68630,68630,24,20250530,4716.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,151,Medium
68631,Q168630,68631,68631,68631,105,20251227,5665.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,275,High
68632,Q168631,68632,68632,68632,105,20250831,4929.0,0,0,Abandoned,Document Upload,Mobile,Agent,172,Medium
68633,Q168632,68633,68633,68633,5,20250624,5444.0,1,1,Converted,Policy Issued,Desktop,Website,183,Medium
68634,Q168633,68634,68634,68634,24,20251121,5333.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,23,Medium
68635,Q168634,68635,68635,68635,24,20250728,5380.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,178,Medium
68636,Q168635,68636,68636,68636,105,20250104,5540.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,19,High
68637,Q168636,68637,68637,68637,24,20250327,4787.0,1,1,Converted,Policy Issued,Mobile,Aggregator,267,Medium
68638,Q168637,68638,68638,68638,24,20250621,5015.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,271,Medium
68639,Q168638,68639,68639,68639,105,20251026,4926.0,0,0,Abandoned,Premium Calculation,Mobile,Website,204,Medium
68640,Q168639,68640,68640,68640,24,20250514,5536.0,1,1,Converted,Policy Issued,Desktop,Mobile App,103,High
68641,Q168640,68641,68641,68641,105,20250909,4827.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,250,Medium
68642,Q168641,68642,68642,68642,88,20250115,5319.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,207,Medium
68643,Q168642,68643,68643,68643,104,20250302,5307.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,115,Medium
68644,Q168643,68644,68644,68644,24,20250322,5237.0,1,1,Converted,Policy Issued,Desktop,Mobile App,200,Medium
68645,Q168644,68645,68645,68645,105,20250110,4735.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,143,Medium
68646,Q168645,68646,68646,68646,24,20250521,5305.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,262,Medium
68647,Q168646,68647,68647,68647,3,20251025,5079.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,109,Medium
68648,Q168647,68648,68648,68648,105,20250906,5053.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,22,Medium
68649,Q168648,68649,68649,68649,105,20250807,5049.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,94,Medium
68650,Q168649,68650,68650,68650,105,20251112,5271.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,71,Medium
68651,Q168650,68651,68651,68651,24,20251006,4896.0,0,0,Abandoned,Document Upload,Tablet,Mobile App,181,Medium
68652,Q168651,68652,68652,68652,105,20251010,5422.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,101,Medium
68653,Q168652,68653,68653,68653,105,20250804,5290.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,37,Medium
68654,Q168653,68654,68654,68654,24,20250607,5668.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,13,High
68655,Q168654,68655,68655,68655,135,20250427,5663.0,1,1,Converted,Policy Issued,Mobile,Mobile App,57,High
68656,Q168655,68656,68656,68656,50,20250910,5204.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,109,Medium
68657,Q168656,68657,68657,68657,24,20251020,5635.0,0,0,Abandoned,Document Upload,Mobile,Agent,299,High
68658,Q168657,68658,68658,68658,24,20250503,6249.0,1,1,Converted,Policy Issued,Mobile,Mobile App,214,High
68659,Q168658,68659,68659,68659,105,20251228,5055.0,0,0,Abandoned,Premium Calculation,Mobile,Website,165,Medium
68660,Q168659,68660,68660,68660,24,20251109,5663.0,0,0,Abandoned,Premium Calculation,Mobile,Website,56,High
68661,Q168660,68661,68661,68661,24,20250102,5127.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,111,Medium
68662,Q168661,68662,68662,68662,24,20250506,4920.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,166,Medium
68663,Q168662,68663,68663,68663,104,20250529,5112.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,187,Medium
68664,Q168663,68664,68664,68664,24,20250415,5158.0,0,0,Abandoned,Document Upload,Tablet,Agent,178,Medium
68665,Q168664,68665,68665,68665,24,20250104,5319.0,1,1,Converted,Policy Issued,Mobile,Mobile App,238,Medium
68666,Q168665,68666,68666,68666,24,20250503,5000.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,25,Medium
68667,Q168666,68667,68667,68667,24,20250903,5084.0,0,0,Abandoned,Premium Calculation,Desktop,Website,13,Medium
68668,Q168667,68668,68668,68668,24,20250118,4803.0,0,0,Abandoned,Document Upload,Mobile,Website,251,Medium
68669,Q168668,68669,68669,68669,24,20250517,4891.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,106,Medium
68670,Q168669,68670,68670,68670,28,20250223,5152.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,11,Medium
68671,Q168670,68671,68671,68671,24,20250701,5231.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,88,Medium
68672,Q168671,68672,68672,68672,102,20250403,5053.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,232,Medium
68673,Q168672,68673,68673,68673,24,20251024,4936.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,210,Medium
68674,Q168673,68674,68674,68674,105,20251229,5282.0,1,1,Converted,Policy Issued,Mobile,Mobile App,151,Medium
68675,Q168674,68675,68675,68675,105,20250314,4935.0,0,0,Abandoned,Premium Calculation,Desktop,Website,290,Medium
68676,Q168675,68676,68676,68676,105,20251214,4873.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,222,Medium
68677,Q168676,68677,68677,68677,135,20250507,5102.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,135,Medium
68678,Q168677,68678,68678,68678,104,20251115,4962.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,65,Medium
68679,Q168678,68679,68679,68679,24,20251110,5234.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,208,Medium
68680,Q168679,68680,68680,68680,134,20250223,5303.0,1,1,Converted,Policy Issued,Desktop,Mobile App,159,Medium
68681,Q168680,68681,68681,68681,24,20250718,4966.0,1,0,Abandoned,Payment,Desktop,Agent,182,Medium
68682,Q168681,68682,68682,68682,105,20250511,5312.0,0,0,Abandoned,Document Upload,Desktop,Agent,51,Medium
68683,Q168682,68683,68683,68683,24,20250826,5938.0,1,1,Converted,Policy Issued,Mobile,Agent,21,High
68684,Q168683,68684,68684,68684,105,20250906,5407.0,0,0,Abandoned,Document Upload,Mobile,Agent,283,Medium
68685,Q168684,68685,68685,68685,28,20250710,5467.0,0,0,Abandoned,Document Upload,Tablet,Agent,205,Medium
68686,Q168685,68686,68686,68686,104,20250314,5179.0,0,0,Abandoned,Document Upload,Mobile,Website,221,Medium
68687,Q168686,68687,68687,68687,24,20250724,4904.0,1,0,Abandoned,Document Upload,Mobile,Mobile App,111,Medium
68688,Q168687,68688,68688,68688,105,20250110,5542.0,1,1,Converted,Policy Issued,Mobile,Website,118,High
68689,Q168688,68689,68689,68689,85,20250613,5496.0,0,0,Abandoned,Document Upload,Tablet,Website,29,Medium
68690,Q168689,68690,68690,68690,24,20250206,5279.0,1,1,Converted,Policy Issued,Desktop,Aggregator,184,Medium
68691,Q168690,68691,68691,68691,134,20251212,4864.0,0,0,Abandoned,Document Upload,Desktop,Website,185,Medium
68692,Q168691,68692,68692,68692,139,20251122,5543.0,1,1,Converted,Policy Issued,Mobile,Agent,47,High
68693,Q168692,68693,68693,68693,24,20251104,4741.0,0,0,Abandoned,Document Upload,Desktop,Agent,53,Medium
68694,Q168693,68694,68694,68694,105,20250622,4986.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,91,Medium
68695,Q168694,68695,68695,68695,24,20251229,5677.0,0,0,Abandoned,Document Upload,Mobile,Agent,26,High
68696,Q168695,68696,68696,68696,105,20250901,4864.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,102,Medium
68697,Q168696,68697,68697,68697,105,20250120,5658.0,1,1,Converted,Policy Issued,Mobile,Mobile App,61,High
68698,Q168697,68698,68698,68698,105,20250731,5032.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,77,Medium
68699,Q168698,68699,68699,68699,24,20250922,5400.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,199,Medium
68700,Q168699,68700,68700,68700,139,20251221,5289.0,0,0,Abandoned,Premium Calculation,Mobile,Website,250,Medium
68701,Q168700,68701,68701,68701,9,20251124,4860.0,1,1,Converted,Policy Issued,Desktop,Website,87,Medium
68702,Q168701,68702,68702,68702,24,20251114,4726.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,94,Medium
68703,Q168702,68703,68703,68703,24,20250527,6074.0,1,1,Converted,Policy Issued,Tablet,Mobile App,109,High
68704,Q168703,68704,68704,68704,105,20250518,4890.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,54,Medium
68705,Q168704,68705,68705,68705,105,20250917,4753.0,1,1,Converted,Policy Issued,Mobile,Agent,43,Medium
68706,Q168705,68706,68706,68706,24,20251016,5175.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,116,Medium
68707,Q168706,68707,68707,68707,105,20250303,5144.0,1,1,Converted,Policy Issued,Desktop,Website,133,Medium
68708,Q168707,68708,68708,68708,135,20250421,5389.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,182,Medium
68709,Q168708,68709,68709,68709,105,20250109,5416.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,81,Medium
68710,Q168709,68710,68710,68710,24,20250818,5098.0,0,0,Abandoned,Document Upload,Mobile,Agent,299,Medium
68711,Q168710,68711,68711,68711,24,20250601,5576.0,0,0,Abandoned,Document Upload,Desktop,Agent,72,High
68712,Q168711,68712,68712,68712,104,20250124,5444.0,0,0,Abandoned,Document Upload,Desktop,Website,255,Medium
68713,Q168712,68713,68713,68713,104,20250424,4839.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,97,Medium
68714,Q168713,68714,68714,68714,105,20250901,5191.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,24,Medium
68715,Q168714,68715,68715,68715,105,20251231,5628.0,1,1,Converted,Policy Issued,Desktop,Aggregator,83,High
68716,Q168715,68716,68716,68716,105,20250807,5325.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,71,Medium
68717,Q168716,68717,68717,68717,24,20250912,5656.0,1,1,Converted,Policy Issued,Mobile,Aggregator,19,High
68718,Q168717,68718,68718,68718,105,20250409,5399.0,0,0,Abandoned,Document Upload,Mobile,Website,278,Medium
68719,Q168718,68719,68719,68719,74,20250520,5237.0,0,0,Abandoned,Document Upload,Mobile,Website,88,Medium
68720,Q168719,68720,68720,68720,105,20250722,5503.0,0,0,Abandoned,Premium Calculation,Mobile,Website,124,High
68721,Q168720,68721,68721,68721,24,20250911,4967.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,56,Medium
68722,Q168721,68722,68722,68722,24,20250714,4724.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,297,Medium
68723,Q168722,68723,68723,68723,24,20250912,5314.0,1,1,Converted,Policy Issued,Mobile,Aggregator,41,Medium
68724,Q168723,68724,68724,68724,105,20250429,4864.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,111,Medium
68725,Q168724,68725,68725,68725,24,20250922,4722.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,250,Medium
68726,Q168725,68726,68726,68726,9,20251010,5414.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,275,Medium
68727,Q168726,68727,68727,68727,102,20250727,5404.0,0,0,Abandoned,Document Upload,Mobile,Agent,227,Medium
68728,Q168727,68728,68728,68728,24,20251122,5086.0,0,0,Abandoned,Document Upload,Tablet,Aggregator,254,Medium
68729,Q168728,68729,68729,68729,105,20250430,4943.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,271,Medium
68730,Q168729,68730,68730,68730,130,20250112,5257.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,94,Medium
68731,Q168730,68731,68731,68731,130,20251102,5012.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,16,Medium
68732,Q168731,68732,68732,68732,105,20250809,4702.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,155,Medium
68733,Q168732,68733,68733,68733,105,20251014,4739.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,154,Medium
68734,Q168733,68734,68734,68734,132,20250421,5449.0,1,1,Converted,Policy Issued,Desktop,Mobile App,77,Medium
68735,Q168734,68735,68735,68735,104,20251216,4922.0,0,0,Abandoned,Premium Calculation,Desktop,Website,168,Medium
68736,Q168735,68736,68736,68736,105,20251024,5642.0,0,0,Abandoned,Premium Calculation,Mobile,Website,45,High
68737,Q168736,68737,68737,68737,105,20250820,5683.0,0,0,Abandoned,Premium Calculation,Desktop,Website,169,High
68738,Q168737,68738,68738,68738,105,20250203,5229.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,249,Medium
68739,Q168738,68739,68739,68739,105,20250203,5305.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,41,Medium
68740,Q168739,68740,68740,68740,105,20250513,5555.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,221,High
68741,Q168740,68741,68741,68741,104,20250318,4785.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,268,Medium
68742,Q168741,68742,68742,68742,105,20250828,5032.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,185,Medium
68743,Q168742,68743,68743,68743,24,20250215,5545.0,0,0,Abandoned,Document Upload,Desktop,Agent,206,High
68744,Q168743,68744,68744,68744,139,20250824,4882.0,1,1,Converted,Policy Issued,Desktop,Aggregator,151,Medium
68745,Q168744,68745,68745,68745,24,20250911,5609.0,1,1,Converted,Policy Issued,Desktop,Agent,295,High
68746,Q168745,68746,68746,68746,24,20250131,5200.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,51,Medium
68747,Q168746,68747,68747,68747,24,20250528,5140.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,284,Medium
68748,Q168747,68748,68748,68748,24,20250109,4814.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,184,Medium
68749,Q168748,68749,68749,68749,105,20250711,5520.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,21,High
68750,Q168749,68750,68750,68750,24,20250504,4696.0,0,0,Abandoned,Premium Calculation,Mobile,Website,36,Medium
68751,Q168750,68751,68751,68751,105,20250810,5019.0,0,0,Abandoned,Premium Calculation,Mobile,Website,132,Medium
68752,Q168751,68752,68752,68752,139,20250815,4772.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,41,Medium
68753,Q168752,68753,68753,68753,24,20251229,5225.0,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,161,Medium
68754,Q168753,68754,68754,68754,105,20250804,5594.0,1,0,Abandoned,Payment,Desktop,Agent,130,High
68755,Q168754,68755,68755,68755,105,20250525,5315.0,0,0,Abandoned,Document Upload,Desktop,Agent,288,Medium
68756,Q168755,68756,68756,68756,135,20251025,5216.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,187,Medium
68757,Q168756,68757,68757,68757,24,20250119,4802.0,0,0,Abandoned,Premium Calculation,Desktop,Website,155,Medium
68758,Q168757,68758,68758,68758,23,20251224,5129.0,1,1,Converted,Policy Issued,Desktop,Mobile App,238,Medium
68759,Q168758,68759,68759,68759,47,20251012,5579.0,0,0,Abandoned,Document Upload,Mobile,Agent,213,High
68760,Q168759,68760,68760,68760,24,20250625,5543.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,111,High
68761,Q168760,68761,68761,68761,14,20250810,5451.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,115,Medium
68762,Q168761,68762,68762,68762,24,20250808,5346.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,29,Medium
68763,Q168762,68763,68763,68763,134,20251226,4708.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,126,Medium
68764,Q168763,68764,68764,68764,130,20250120,4698.0,0,0,Abandoned,Document Upload,Tablet,Website,288,Medium
68765,Q168764,68765,68765,68765,105,20250928,5521.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,291,High
68766,Q168765,68766,68766,68766,24,20251103,4874.0,0,0,Abandoned,Document Upload,Mobile,Website,39,Medium
68767,Q168766,68767,68767,68767,12,20250520,4727.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,201,Medium
68768,Q168767,68768,68768,68768,19,20251201,5412.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,120,Medium
68769,Q168768,68769,68769,68769,105,20250211,5593.0,0,0,Abandoned,Document Upload,Mobile,Aggregator,247,High
68770,Q168769,68770,68770,68770,24,20250813,4823.0,1,0,Abandoned,Document Upload,Mobile,Mobile App,257,Medium
68771,Q168770,68771,68771,68771,9,20250710,5634.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,252,High
68772,Q168771,68772,68772,68772,11,20250223,4791.0,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,254,Medium
68773,Q168772,68773,68773,68773,24,20251026,5630.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,182,High
68774,Q168773,68774,68774,68774,105,20251216,4838.0,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,40,Medium
68775,Q168774,68775,68775,68775,24,20250523,4782.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,126,Medium
68776,Q168775,68776,68776,68776,24,20250103,5491.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,86,Medium
68777,Q168776,68777,68777,68777,24,20250713,4829.0,0,0,Abandoned,Document Upload,Mobile,Website,75,Medium
68778,Q168777,68778,68778,68778,134,20250920,4984.0,0,0,Abandoned,Premium Calculation,Mobile,Website,139,Medium
68779,Q168778,68779,68779,68779,29,20250823,5553.0,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,101,High
68780,Q168779,68780,68780,68780,24,20251014,5463.0,0,0,Abandoned,Premium Calculation,Tablet,Agent,133,Medium
68781,Q168780,68781,68781,68781,24,20250427,5282.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,172,Medium
68782,Q168781,68782,68782,68782,115,20250603,5983.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,197,High
68783,Q168782,68783,68783,68783,130,20251124,4877.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,54,Medium
68784,Q168783,68784,68784,68784,105,20250808,4825.0,0,0,Abandoned,Document Upload,Desktop,Website,264,Medium
68785,Q168784,68785,68785,68785,105,20250121,5605.0,0,0,Abandoned,Document Upload,Desktop,Agent,60,High
68786,Q168785,68786,68786,68786,13,20250414,5166.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,156,Medium
68787,Q168786,68787,68787,68787,134,20250102,5680.0,0,0,Abandoned,Premium Calculation,Mobile,Website,222,High
68788,Q168787,68788,68788,68788,135,20250917,4836.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,191,Medium
68789,Q168788,68789,68789,68789,105,20250402,4934.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,294,Medium
68790,Q168789,68790,68790,68790,105,20250901,4872.0,0,0,Abandoned,Document Upload,Mobile,Agent,94,Medium
68791,Q168790,68791,68791,68791,130,20250406,4698.0,1,0,Abandoned,Payment,Desktop,Mobile App,47,Medium
68792,Q168791,68792,68792,68792,105,20250511,5125.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,279,Medium
68793,Q168792,68793,68793,68793,24,20250814,4845.0,0,0,Abandoned,Premium Calculation,Desktop,Agent,122,Medium
68794,Q168793,68794,68794,68794,24,20251009,5519.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,32,High
68795,Q168794,68795,68795,68795,24,20250713,5377.0,1,1,Converted,Policy Issued,Desktop,Website,17,Medium
68796,Q168795,68796,68796,68796,105,20250423,4803.0,0,0,Abandoned,Document Upload,Desktop,Aggregator,105,Medium
68797,Q168796,68797,68797,68797,105,20250322,5444.0,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,156,Medium
68798,Q168797,68798,68798,68798,24,20251122,4856.0,0,0,Abandoned,Premium Calculation,Desktop,Website,49,Medium
68799,Q168798,68799,68799,68799,105,20250619,5177.0,0,0,Abandoned,Document Upload,Desktop,Website,131,Medium
68800,Q168799,68800,68800,68800,24,20250703,5126.0,0,0,Abandoned,Document Upload,Mobile,Mobile App,110,Medium
68801,Q168800,68801,68801,68801,24,20250501,4912.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,121,Medium
68802,Q168801,68802,68802,68802,105,20251025,4880.0,0,0,Abandoned,Document Upload,Tablet,Website,11,Medium
68803,Q168802,68803,68803,68803,135,20250530,5476.0,0,0,Abandoned,Document Upload,Desktop,Mobile App,275,Medium
68804,Q168803,68804,68804,68804,130,20250710,5490.0,0,0,Abandoned,Premium Calculation,Mobile,Website,202,Medium
68805,Q168804,68805,68805,68805,105,20250414,5265.0,0,0,Abandoned,Premium Calculation,Mobile,Website,95,Medium
68806,Q168805,68806,68806,68806,105,20250307,5483.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,74,Medium
68807,Q168806,68807,68807,68807,104,20250924,4862.0,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,54,Medium
68808,Q168807,68808,68808,68808,132,20251108,5696.0,0,0,Abandoned,Document Upload,Mobile,Website,40,High
68809,Q168808,68809,68809,68809,130,20251102,5404.0,0,0,Abandoned,Premium Calculation,Desktop,Website,30,Medium
68810,Q168809,68810,68810,68810,105,20250719,5139.0,0,0,Abandoned,Premium Calculation,Mobile,Agent,221,Medium
