underwriting_sk,policy_sk,customer_sk,vehicle_sk,underwriting_date_sk,risk_score,risk_band,fraud_probability,underwriting_decision,recommendation,manual_review_flag,review_time_minutes,premium_adjustment_pct,rules_triggered,ai_confidence,processing_mode,underwriter,sla_status,explanation_generated,model_version
90504,90504,90504,90504,20241111,45,Medium,0.45,Manual Review,Refer Underwriter,True,32,14,4,83.65,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
90505,90505,90505,90505,20230708,73,High,0.73,Rejected,Reject,False,15,23,2,85.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90506,90506,90506,90506,20250218,83,Very High,0.83,Rejected,Reject,False,16,16,6,79.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90507,90507,90507,90507,20220730,26,Low,0.26,Approved,Auto Approve,False,5,-5,5,77.91,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90508,90508,90508,90508,20260922,73,High,0.73,Rejected,Reject,False,14,20,2,97.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90509,90509,90509,90509,20240326,83,Very High,0.83,Rejected,Reject,False,21,30,3,82.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90510,90510,90510,90510,20260730,73,High,0.73,Rejected,Reject,False,15,17,7,98.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90511,90511,90511,90511,20230121,80,Very High,0.8,Rejected,Reject,False,24,16,6,92.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90512,90512,90512,90512,20240619,59,Medium,0.59,Manual Review,Refer Underwriter,True,87,11,3,82.55,Manual,Priya,SLA Breached,True,UW_AI_v2.0
90513,90513,90513,90513,20250731,22,Low,0.22,Approved,Auto Approve,False,6,2,6,82.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90514,90514,90514,90514,20241212,54,Medium,0.54,Manual Review,Refer Underwriter,True,29,11,7,82.23,Manual,Priya,Within SLA,True,UW_AI_v2.0
90515,90515,90515,90515,20231003,71,High,0.71,Rejected,Reject,False,8,28,7,86.08,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90516,90516,90516,90516,20260603,33,Medium,0.33,Approved,Auto Approve,False,6,-1,7,76.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90517,90517,90517,90517,20260124,28,Low,0.28,Approved,Auto Approve,False,6,4,7,77.74,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90518,90518,90518,90518,20261025,25,Low,0.25,Approved,Auto Approve,False,2,-4,6,75.6,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90519,90519,90519,90519,20261011,43,Medium,0.43,Manual Review,Refer Underwriter,True,23,12,7,76.84,Manual,Alice,Within SLA,True,UW_AI_v2.0
90520,90520,90520,90520,20240808,86,Very High,0.86,Rejected,Reject,False,22,33,3,85.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90521,90521,90521,90521,20250824,55,Medium,0.55,Manual Review,Refer Underwriter,True,28,7,7,76.26,Manual,David,Within SLA,True,UW_AI_v2.0
90522,90522,90522,90522,20250918,77,High,0.77,Rejected,Reject,False,15,30,4,85.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90523,90523,90523,90523,20220801,29,Low,0.29,Approved,Auto Approve,False,2,-5,6,96.22,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90524,90524,90524,90524,20260409,84,Very High,0.84,Rejected,Reject,False,15,25,1,84.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90525,90525,90525,90525,20220709,94,Very High,0.94,Rejected,Reject,False,18,31,7,80.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90526,90526,90526,90526,20241010,22,Low,0.22,Approved,Auto Approve,False,7,-4,4,83.55,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90527,90527,90527,90527,20220703,60,High,0.6,Manual Review,Refer Underwriter,True,77,10,3,88.68,Manual,Priya,SLA Breached,True,UW_AI_v1.1
90528,90528,90528,90528,20250522,65,High,0.65,Manual Review,Refer Underwriter,True,26,14,1,76.26,Manual,Rahul,Within SLA,True,UW_AI_v1.0
90529,90529,90529,90529,20220403,14,Low,0.14,Approved,Auto Approve,False,5,-7,3,86.32,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90530,90530,90530,90530,20251202,26,Low,0.26,Approved,Auto Approve,False,3,0,6,89.25,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90531,90531,90531,90531,20260702,57,Medium,0.57,Manual Review,Refer Underwriter,True,30,0,1,95.37,Manual,David,Within SLA,True,UW_AI_v2.0
90532,90532,90532,90532,20231217,30,Medium,0.3,Approved,Auto Approve,False,3,-9,7,91.35,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90533,90533,90533,90533,20250723,55,Medium,0.55,Manual Review,Refer Underwriter,True,69,5,3,84.42,Manual,John,SLA Breached,True,UW_AI_v2.0
90534,90534,90534,90534,20240928,33,Medium,0.33,Approved,Auto Approve,False,4,-1,1,95.49,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90535,90535,90535,90535,20241123,88,Very High,0.88,Rejected,Reject,False,8,26,3,77.59,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90536,90536,90536,90536,20261212,99,Very High,0.99,Rejected,Reject,False,19,25,6,81.31,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90537,90537,90537,90537,20240329,93,Very High,0.93,Rejected,Reject,False,21,21,2,88.91,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90538,90538,90538,90538,20220902,29,Low,0.29,Approved,Auto Approve,False,6,-9,7,97.6,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90539,90539,90539,90539,20260721,26,Low,0.26,Approved,Auto Approve,False,7,3,6,85.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90540,90540,90540,90540,20261201,81,Very High,0.81,Rejected,Reject,False,7,21,6,96.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90541,90541,90541,90541,20250825,61,High,0.61,Manual Review,Refer Underwriter,True,47,13,3,81.47,Manual,John,SLA Breached,True,UW_AI_v2.0
90542,90542,90542,90542,20260805,80,Very High,0.8,Rejected,Reject,False,16,21,1,85.26,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90543,90543,90543,90543,20231206,80,Very High,0.8,Rejected,Reject,False,15,32,7,86.11,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90544,90544,90544,90544,20251211,64,High,0.64,Manual Review,Refer Underwriter,True,75,10,5,89.51,Manual,David,SLA Breached,True,UW_AI_v1.1
90545,90545,90545,90545,20251104,28,Low,0.28,Approved,Auto Approve,False,3,-6,4,94.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90546,90546,90546,90546,20220219,8,Low,0.08,Approved,Auto Approve,False,3,2,4,98.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90547,90547,90547,90547,20220827,25,Low,0.25,Approved,Auto Approve,False,6,-2,5,85.58,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90548,90548,90548,90548,20250612,60,High,0.6,Manual Review,Refer Underwriter,True,31,10,5,86.19,Manual,David,SLA Breached,True,UW_AI_v2.0
90549,90549,90549,90549,20221115,71,High,0.71,Rejected,Reject,False,9,33,6,77.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90550,90550,90550,90550,20230716,66,High,0.66,Manual Review,Refer Underwriter,True,55,10,4,92.63,Manual,John,SLA Breached,True,UW_AI_v1.1
90551,90551,90551,90551,20250121,60,High,0.6,Manual Review,Refer Underwriter,True,77,13,1,85.42,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
90552,90552,90552,90552,20240130,83,Very High,0.83,Rejected,Reject,False,17,16,7,91.37,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90553,90553,90553,90553,20221126,17,Low,0.17,Approved,Auto Approve,False,2,0,2,90.01,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90554,90554,90554,90554,20251214,43,Medium,0.43,Manual Review,Refer Underwriter,True,71,0,5,75.15,Manual,John,SLA Breached,True,UW_AI_v1.1
90555,90555,90555,90555,20260125,44,Medium,0.44,Manual Review,Refer Underwriter,True,76,11,4,76.0,Manual,Priya,SLA Breached,True,UW_AI_v1.1
90556,90556,90556,90556,20250927,86,Very High,0.86,Rejected,Reject,False,23,18,5,96.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90557,90557,90557,90557,20220830,5,Low,0.05,Approved,Auto Approve,False,2,-7,1,79.07,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90558,90558,90558,90558,20230901,80,Very High,0.8,Rejected,Reject,False,24,25,3,86.84,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90559,90559,90559,90559,20260208,14,Low,0.14,Approved,Auto Approve,False,4,-4,7,83.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90560,90560,90560,90560,20230904,82,Very High,0.82,Rejected,Reject,False,24,29,6,88.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90561,90561,90561,90561,20241019,47,Medium,0.47,Manual Review,Refer Underwriter,True,80,4,2,82.72,Manual,John,SLA Breached,True,UW_AI_v2.0
90562,90562,90562,90562,20260216,73,High,0.73,Rejected,Reject,False,17,15,4,85.36,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90563,90563,90563,90563,20240803,45,Medium,0.45,Manual Review,Refer Underwriter,True,24,0,1,79.25,Manual,David,Within SLA,True,UW_AI_v2.0
90564,90564,90564,90564,20251219,60,High,0.6,Manual Review,Refer Underwriter,True,39,8,1,87.38,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
90565,90565,90565,90565,20240515,80,Very High,0.8,Rejected,Reject,False,9,18,2,96.62,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90566,90566,90566,90566,20250604,79,High,0.79,Rejected,Reject,False,14,24,2,98.75,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90567,90567,90567,90567,20220604,88,Very High,0.88,Rejected,Reject,False,23,27,5,80.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90568,90568,90568,90568,20230626,51,Medium,0.51,Manual Review,Refer Underwriter,True,73,11,4,78.72,Manual,Alice,SLA Breached,True,UW_AI_v1.0
90569,90569,90569,90569,20220609,44,Medium,0.44,Manual Review,Refer Underwriter,True,68,8,3,79.49,Manual,Alice,SLA Breached,True,UW_AI_v2.0
90570,90570,90570,90570,20250519,60,High,0.6,Manual Review,Refer Underwriter,True,85,8,6,85.42,Manual,John,SLA Breached,True,UW_AI_v1.1
90571,90571,90571,90571,20240229,10,Low,0.1,Approved,Auto Approve,False,3,-2,2,77.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90572,90572,90572,90572,20261015,80,Very High,0.8,Rejected,Reject,False,18,24,2,95.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90573,90573,90573,90573,20260524,39,Medium,0.39,Manual Review,Refer Underwriter,True,68,12,5,81.52,Manual,David,SLA Breached,True,UW_AI_v2.0
90574,90574,90574,90574,20260812,76,High,0.76,Rejected,Reject,False,13,19,3,85.71,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90575,90575,90575,90575,20230504,86,Very High,0.86,Rejected,Reject,False,8,27,5,80.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90576,90576,90576,90576,20250703,44,Medium,0.44,Manual Review,Refer Underwriter,True,60,12,1,79.71,Manual,David,SLA Breached,True,UW_AI_v2.0
90577,90577,90577,90577,20220225,84,Very High,0.84,Rejected,Reject,False,12,19,2,75.64,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90578,90578,90578,90578,20240501,14,Low,0.14,Approved,Auto Approve,False,6,-9,7,85.91,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90579,90579,90579,90579,20261101,83,Very High,0.83,Rejected,Reject,False,13,20,7,96.7,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90580,90580,90580,90580,20250328,12,Low,0.12,Approved,Auto Approve,False,7,0,4,80.85,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90581,90581,90581,90581,20240518,83,Very High,0.83,Rejected,Reject,False,21,18,4,79.29,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90582,90582,90582,90582,20240823,66,High,0.66,Manual Review,Refer Underwriter,True,63,13,4,85.67,Manual,Priya,SLA Breached,True,UW_AI_v1.0
90583,90583,90583,90583,20250123,72,High,0.72,Rejected,Reject,False,15,24,7,97.52,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90584,90584,90584,90584,20250616,99,Very High,0.99,Rejected,Reject,False,11,17,3,83.82,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90585,90585,90585,90585,20231114,64,High,0.64,Manual Review,Refer Underwriter,True,33,8,2,84.78,Manual,Alice,SLA Breached,True,UW_AI_v1.1
90586,90586,90586,90586,20220804,77,High,0.77,Rejected,Reject,False,22,26,5,97.12,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90587,90587,90587,90587,20260101,42,Medium,0.42,Manual Review,Refer Underwriter,True,54,0,5,86.31,Manual,Alice,SLA Breached,True,UW_AI_v1.1
90588,90588,90588,90588,20261117,61,High,0.61,Manual Review,Refer Underwriter,True,63,13,2,90.39,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
90589,90589,90589,90589,20220526,83,Very High,0.83,Rejected,Reject,False,20,23,4,81.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90590,90590,90590,90590,20260312,55,Medium,0.55,Manual Review,Refer Underwriter,True,84,4,3,87.41,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
90591,90591,90591,90591,20261226,60,High,0.6,Manual Review,Refer Underwriter,True,53,3,1,90.77,Manual,John,SLA Breached,True,UW_AI_v2.0
90592,90592,90592,90592,20220504,67,High,0.67,Manual Review,Refer Underwriter,True,66,11,3,85.11,Manual,Alice,SLA Breached,True,UW_AI_v1.1
90593,90593,90593,90593,20260921,29,Low,0.29,Approved,Auto Approve,False,6,-7,7,97.4,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90594,90594,90594,90594,20240329,64,High,0.64,Manual Review,Refer Underwriter,True,71,4,5,90.09,Manual,John,SLA Breached,True,UW_AI_v1.0
90595,90595,90595,90595,20221128,69,High,0.69,Manual Review,Refer Underwriter,True,56,12,2,97.56,Manual,John,SLA Breached,True,UW_AI_v1.1
90596,90596,90596,90596,20250715,95,Very High,0.95,Rejected,Reject,False,6,31,4,80.33,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90597,90597,90597,90597,20230828,45,Medium,0.45,Manual Review,Refer Underwriter,True,60,10,7,75.57,Manual,Priya,SLA Breached,True,UW_AI_v1.0
90598,90598,90598,90598,20220708,68,High,0.68,Manual Review,Refer Underwriter,True,21,11,4,82.49,Manual,Rahul,Within SLA,True,UW_AI_v2.0
90599,90599,90599,90599,20260526,94,Very High,0.94,Rejected,Reject,False,12,20,4,97.86,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90600,90600,90600,90600,20220524,15,Low,0.15,Approved,Auto Approve,False,2,2,7,95.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90601,90601,90601,90601,20250225,48,Medium,0.48,Manual Review,Refer Underwriter,True,47,14,4,89.88,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
90602,90602,90602,90602,20260328,54,Medium,0.54,Manual Review,Refer Underwriter,True,76,4,5,91.4,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
90603,90603,90603,90603,20240409,48,Medium,0.48,Manual Review,Refer Underwriter,True,53,5,1,97.63,Manual,David,SLA Breached,True,UW_AI_v2.0
90604,90604,90604,90604,20231226,89,Very High,0.89,Rejected,Reject,False,9,16,1,95.88,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90605,90605,90605,90605,20251017,52,Medium,0.52,Manual Review,Refer Underwriter,True,48,5,6,94.86,Manual,Alice,SLA Breached,True,UW_AI_v1.0
90606,90606,90606,90606,20260515,35,Medium,0.35,Manual Review,Refer Underwriter,True,68,14,3,75.89,Manual,John,SLA Breached,True,UW_AI_v1.1
90607,90607,90607,90607,20240428,37,Medium,0.37,Manual Review,Refer Underwriter,True,69,7,4,88.12,Manual,Alice,SLA Breached,True,UW_AI_v1.1
90608,90608,90608,90608,20261225,25,Low,0.25,Approved,Auto Approve,False,3,2,2,86.54,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90609,90609,90609,90609,20240411,96,Very High,0.96,Rejected,Reject,False,19,20,4,99.5,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90610,90610,90610,90610,20230830,65,High,0.65,Manual Review,Refer Underwriter,True,46,5,5,87.47,Manual,Alice,SLA Breached,True,UW_AI_v1.1
90611,90611,90611,90611,20220313,11,Low,0.11,Approved,Auto Approve,False,4,-8,5,79.18,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90612,90612,90612,90612,20230914,32,Medium,0.32,Approved,Auto Approve,False,2,-3,7,77.46,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90613,90613,90613,90613,20240803,33,Medium,0.33,Approved,Auto Approve,False,6,3,7,77.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90614,90614,90614,90614,20250729,54,Medium,0.54,Manual Review,Refer Underwriter,True,67,0,7,96.44,Manual,Priya,SLA Breached,True,UW_AI_v2.0
90615,90615,90615,90615,20251218,6,Low,0.06,Approved,Auto Approve,False,3,3,1,84.72,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90616,90616,90616,90616,20230315,15,Low,0.15,Approved,Auto Approve,False,6,-6,4,88.98,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90617,90617,90617,90617,20260706,7,Low,0.07,Approved,Auto Approve,False,2,1,4,97.63,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90618,90618,90618,90618,20220608,14,Low,0.14,Approved,Auto Approve,False,7,-10,4,99.21,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90619,90619,90619,90619,20261013,28,Low,0.28,Approved,Auto Approve,False,4,-3,4,97.29,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90620,90620,90620,90620,20250628,90,Very High,0.9,Rejected,Reject,False,24,26,5,88.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90621,90621,90621,90621,20250912,78,High,0.78,Rejected,Reject,False,13,18,5,78.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90622,90622,90622,90622,20230917,27,Low,0.27,Approved,Auto Approve,False,7,-6,6,80.69,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90623,90623,90623,90623,20260321,49,Medium,0.49,Manual Review,Refer Underwriter,True,29,0,1,97.4,Manual,Alice,Within SLA,True,UW_AI_v1.1
90624,90624,90624,90624,20260804,71,High,0.71,Rejected,Reject,False,23,22,7,91.96,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90625,90625,90625,90625,20240702,70,High,0.7,Rejected,Reject,False,14,15,2,78.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90626,90626,90626,90626,20221204,25,Low,0.25,Approved,Auto Approve,False,6,-1,7,87.03,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90627,90627,90627,90627,20240125,76,High,0.76,Rejected,Reject,False,21,15,3,79.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90628,90628,90628,90628,20260713,52,Medium,0.52,Manual Review,Refer Underwriter,True,86,5,4,77.26,Manual,David,SLA Breached,True,UW_AI_v1.1
90629,90629,90629,90629,20260722,21,Low,0.21,Approved,Auto Approve,False,7,-1,2,91.1,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90630,90630,90630,90630,20250112,21,Low,0.21,Approved,Auto Approve,False,4,-2,3,91.29,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90631,90631,90631,90631,20261115,88,Very High,0.88,Rejected,Reject,False,15,25,1,77.97,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90632,90632,90632,90632,20250210,60,High,0.6,Manual Review,Refer Underwriter,True,44,7,4,91.73,Manual,Alice,SLA Breached,True,UW_AI_v2.0
90633,90633,90633,90633,20240909,74,High,0.74,Rejected,Reject,False,23,34,2,88.66,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90634,90634,90634,90634,20231107,91,Very High,0.91,Rejected,Reject,False,11,34,2,89.27,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90635,90635,90635,90635,20230104,62,High,0.62,Manual Review,Refer Underwriter,True,22,5,3,83.24,Manual,David,Within SLA,True,UW_AI_v1.1
90636,90636,90636,90636,20230919,76,High,0.76,Rejected,Reject,False,24,27,7,86.17,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90637,90637,90637,90637,20250201,97,Very High,0.97,Rejected,Reject,False,14,26,6,76.87,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90638,90638,90638,90638,20250418,58,Medium,0.58,Manual Review,Refer Underwriter,True,76,4,5,97.86,Manual,David,SLA Breached,True,UW_AI_v2.0
90639,90639,90639,90639,20250805,56,Medium,0.56,Manual Review,Refer Underwriter,True,69,1,3,75.84,Manual,David,SLA Breached,True,UW_AI_v1.0
90640,90640,90640,90640,20260111,85,Very High,0.85,Rejected,Reject,False,23,25,5,86.99,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90641,90641,90641,90641,20250609,48,Medium,0.48,Manual Review,Refer Underwriter,True,53,13,1,89.87,Manual,John,SLA Breached,True,UW_AI_v2.0
90642,90642,90642,90642,20250910,30,Medium,0.3,Approved,Auto Approve,False,7,-6,1,79.89,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90643,90643,90643,90643,20251007,69,High,0.69,Manual Review,Refer Underwriter,True,44,9,7,99.66,Manual,Rahul,SLA Breached,True,UW_AI_v1.0
90644,90644,90644,90644,20240826,73,High,0.73,Rejected,Reject,False,12,23,4,76.22,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90645,90645,90645,90645,20231101,23,Low,0.23,Approved,Auto Approve,False,6,-7,1,76.44,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90646,90646,90646,90646,20260620,17,Low,0.17,Approved,Auto Approve,False,4,-1,5,80.94,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90647,90647,90647,90647,20250608,98,Very High,0.98,Rejected,Reject,False,23,19,1,94.47,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90648,90648,90648,90648,20221120,61,High,0.61,Manual Review,Refer Underwriter,True,62,11,2,96.11,Manual,Alice,SLA Breached,True,UW_AI_v1.1
90649,90649,90649,90649,20240229,37,Medium,0.37,Manual Review,Refer Underwriter,True,21,14,6,81.95,Manual,Alice,Within SLA,True,UW_AI_v1.1
90650,90650,90650,90650,20240406,59,Medium,0.59,Manual Review,Refer Underwriter,True,27,14,2,87.73,Manual,David,Within SLA,True,UW_AI_v1.1
90651,90651,90651,90651,20220921,26,Low,0.26,Approved,Auto Approve,False,5,-9,1,84.6,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90652,90652,90652,90652,20230326,72,High,0.72,Rejected,Reject,False,13,19,1,95.36,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90653,90653,90653,90653,20230703,30,Medium,0.3,Approved,Auto Approve,False,7,3,3,81.52,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90654,90654,90654,90654,20260623,91,Very High,0.91,Rejected,Reject,False,9,33,5,91.15,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90655,90655,90655,90655,20261031,88,Very High,0.88,Rejected,Reject,False,18,21,1,87.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90656,90656,90656,90656,20250828,42,Medium,0.42,Manual Review,Refer Underwriter,True,54,7,6,96.46,Manual,Rahul,SLA Breached,True,UW_AI_v2.0
90657,90657,90657,90657,20250427,7,Low,0.07,Approved,Auto Approve,False,5,3,7,82.67,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90658,90658,90658,90658,20260610,48,Medium,0.48,Manual Review,Refer Underwriter,True,33,8,4,81.79,Manual,David,SLA Breached,True,UW_AI_v1.1
90659,90659,90659,90659,20220306,69,High,0.69,Manual Review,Refer Underwriter,True,78,2,4,82.55,Manual,David,SLA Breached,True,UW_AI_v2.0
90660,90660,90660,90660,20260627,32,Medium,0.32,Approved,Auto Approve,False,7,-1,1,84.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90661,90661,90661,90661,20230302,81,Very High,0.81,Rejected,Reject,False,9,33,2,85.37,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90662,90662,90662,90662,20230916,18,Low,0.18,Approved,Auto Approve,False,4,-9,7,82.13,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90663,90663,90663,90663,20221219,50,Medium,0.5,Manual Review,Refer Underwriter,True,37,9,4,88.64,Manual,David,SLA Breached,True,UW_AI_v1.1
90664,90664,90664,90664,20240802,29,Low,0.29,Approved,Auto Approve,False,3,-7,4,98.9,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.0
90665,90665,90665,90665,20230803,18,Low,0.18,Approved,Auto Approve,False,3,-6,4,96.95,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90666,90666,90666,90666,20241004,66,High,0.66,Manual Review,Refer Underwriter,True,49,8,1,90.35,Manual,Alice,SLA Breached,True,UW_AI_v1.1
90667,90667,90667,90667,20250306,50,Medium,0.5,Manual Review,Refer Underwriter,True,86,12,3,97.02,Manual,Priya,SLA Breached,True,UW_AI_v1.0
90668,90668,90668,90668,20220516,13,Low,0.13,Approved,Auto Approve,False,6,-10,7,85.56,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90669,90669,90669,90669,20250830,55,Medium,0.55,Manual Review,Refer Underwriter,True,85,11,4,92.38,Manual,John,SLA Breached,True,UW_AI_v1.1
90670,90670,90670,90670,20241007,10,Low,0.1,Approved,Auto Approve,False,6,1,5,91.79,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v2.0
90671,90671,90671,90671,20231227,7,Low,0.07,Approved,Auto Approve,False,6,-1,4,94.34,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
90672,90672,90672,90672,20260301,42,Medium,0.42,Manual Review,Refer Underwriter,True,62,1,4,76.45,Manual,Rahul,SLA Breached,True,UW_AI_v1.1
90673,90673,90673,90673,20240123,45,Medium,0.45,Manual Review,Refer Underwriter,True,89,6,3,79.9,Manual,John,SLA Breached,True,UW_AI_v1.1
90674,90674,90674,90674,20221106,7,Low,0.07,Approved,Auto Approve,False,2,-2,7,87.0,Straight Through Processing,AI Engine,Within SLA,True,UW_AI_v1.1
