quote_sk,quote_id,customer_sk,channel_sk,date_sk,date,year,quarter,month,month_name,week,day_name,channel_name,gender,customer_age,region,quote_source,device_type,quoted_premium,quote_value_band,days_since_last_contact,quote_status,quote_stage,accepted_offer,conversion_flag,quote_count,policy_issued_flag,conversion_rate,mobile_quote_flag,desktop_quote_flag,high_value_quote,medium_value_quote,low_value_quote
73675,Q173674,73675,120,20250820,2025-08-20,2025,3,8,August,34,Wednesday,Partner,Male,50,35.0,Aggregator,Desktop,5295.0,Medium,66,Abandoned,Payment,1,0,1,0,0,0,1,0,0,1
73676,Q173675,73676,120,20251110,2025-11-10,2025,4,11,November,46,Monday,Partner,Male,50,28.0,Mobile App,Tablet,5643.0,High,56,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,1,0
73677,Q173676,73677,118,20250315,2025-03-15,2025,1,3,March,11,Saturday,Partner,Male,50,28.0,Aggregator,Desktop,5118.0,Medium,158,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73678,Q173677,73678,25,20250415,2025-04-15,2025,2,4,April,16,Tuesday,Website,Female,50,48.0,Aggregator,Desktop,5627.0,High,122,Abandoned,Document Upload,0,0,1,0,0,0,1,0,1,0
73679,Q173678,73679,25,20250703,2025-07-03,2025,3,7,July,27,Thursday,Website,Male,50,46.0,Mobile App,Desktop,5435.0,Medium,282,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73680,Q173679,73680,120,20250919,2025-09-19,2025,3,9,September,38,Friday,Partner,Male,50,28.0,Website,Mobile,5707.0,High,136,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73681,Q173680,73681,25,20250228,2025-02-28,2025,1,2,February,9,Friday,Website,Male,50,20.0,Agent,Mobile,5075.0,Medium,235,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73682,Q173681,73682,120,20250626,2025-06-26,2025,2,6,June,26,Thursday,Partner,Female,50,8.0,Mobile App,Mobile,5493.0,Medium,146,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73683,Q173682,73683,150,20250813,2025-08-13,2025,3,8,August,33,Wednesday,,Female,50,28.0,Website,Tablet,4934.0,Medium,285,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
73684,Q173683,73684,120,20250725,2025-07-25,2025,3,7,July,30,Friday,Partner,Female,50,45.0,Agent,Mobile,5143.0,Medium,62,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73685,Q173684,73685,120,20250414,2025-04-14,2025,2,4,April,16,Monday,Partner,Female,50,28.0,Aggregator,Mobile,5093.0,Medium,118,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73686,Q173685,73686,25,20250903,2025-09-03,2025,3,9,September,36,Wednesday,Website,Female,50,0.0,Agent,Mobile,5279.0,Medium,268,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73687,Q173686,73687,25,20251005,2025-10-05,2025,4,10,October,40,Sunday,Website,Male,50,28.0,Mobile App,Mobile,5166.0,Medium,260,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73688,Q173687,73688,117,20250612,2025-06-12,2025,2,6,June,24,Thursday,Partner,Female,50,20.0,Agent,Mobile,4980.0,Medium,117,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73689,Q173688,73689,25,20251028,2025-10-28,2025,4,10,October,44,Tuesday,Website,Male,50,28.0,Website,Mobile,4884.0,Medium,241,Abandoned,Document Upload,1,0,1,0,0,1,0,0,0,1
73690,Q173689,73690,54,20251001,2025-10-01,2025,4,10,October,40,Wednesday,Mobile App,Female,50,28.0,Mobile App,Tablet,4794.0,Medium,34,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
73691,Q173690,73691,150,20250209,2025-02-09,2025,1,2,February,6,Sunday,,Female,50,18.0,Aggregator,Tablet,5373.0,Medium,206,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
73692,Q173691,73692,120,20250206,2025-02-06,2025,1,2,February,6,Thursday,Partner,Male,50,28.0,Website,Mobile,5241.0,Medium,194,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73693,Q173692,73693,120,20250701,2025-07-01,2025,3,7,July,27,Tuesday,Partner,Male,50,28.0,Website,Desktop,5674.0,High,194,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
73694,Q173693,73694,25,20251118,2025-11-18,2025,4,11,November,47,Tuesday,Website,Male,50,28.0,Agent,Mobile,6094.0,High,180,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73695,Q173694,73695,120,20250123,2025-01-23,2025,1,1,January,4,Thursday,Partner,Male,50,33.0,Mobile App,Tablet,5171.0,Medium,137,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
73696,Q173695,73696,120,20250402,2025-04-02,2025,2,4,April,14,Wednesday,Partner,Male,50,38.0,Agent,Mobile,5300.0,Medium,126,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73697,Q173696,73697,24,20250924,2025-09-24,2025,3,9,September,39,Wednesday,Website,Male,50,28.0,Website,Desktop,5515.0,High,85,Converted,Policy Issued,1,1,1,1,100,0,1,0,1,0
73698,Q173697,73698,13,20250103,2025-01-03,2025,1,1,January,1,Friday,Agent,Male,50,15.0,Website,Mobile,5670.0,High,177,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73699,Q173698,73699,146,20250604,2025-06-04,2025,2,6,June,23,Wednesday,,Female,50,38.0,Mobile App,Mobile,4894.0,Medium,154,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73700,Q173699,73700,120,20250422,2025-04-22,2025,2,4,April,17,Tuesday,Partner,Male,50,28.0,Aggregator,Desktop,5066.0,Medium,120,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73701,Q173700,73701,25,20251012,2025-10-12,2025,4,10,October,41,Sunday,Website,Male,50,28.0,Website,Mobile,5312.0,Medium,295,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73702,Q173701,73702,60,20250606,2025-06-06,2025,2,6,June,23,Friday,Branch,Male,50,28.0,Mobile App,Desktop,5792.0,High,240,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
73703,Q173702,73703,120,20251128,2025-11-28,2025,4,11,November,48,Friday,Partner,Female,50,48.0,Aggregator,Tablet,5328.0,Medium,140,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
73704,Q173703,73704,54,20250610,2025-06-10,2025,2,6,June,24,Tuesday,Mobile App,Male,50,28.0,Aggregator,Tablet,5285.0,Medium,264,Abandoned,Premium Calculation,0,0,1,0,0,0,0,0,0,1
73705,Q173704,73705,25,20250119,2025-01-19,2025,1,1,January,3,Sunday,Website,Male,50,9.0,Aggregator,Mobile,5383.0,Medium,199,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73706,Q173705,73706,25,20250214,2025-02-14,2025,1,2,February,7,Friday,Website,Male,50,8.0,Website,Mobile,5215.0,Medium,177,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73707,Q173706,73707,25,20250821,2025-08-21,2025,3,8,August,34,Thursday,Website,Male,50,24.0,Aggregator,Tablet,4798.0,Medium,258,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
73708,Q173707,73708,25,20250628,2025-06-28,2025,2,6,June,26,Saturday,Website,Male,50,9.0,Mobile App,Mobile,5735.0,High,67,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73709,Q173708,73709,151,20250916,2025-09-16,2025,3,9,September,38,Tuesday,,Male,50,31.0,Aggregator,Desktop,5410.0,Medium,38,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
73710,Q173709,73710,25,20250201,2025-02-01,2025,1,2,February,5,Saturday,Website,Female,50,13.0,Website,Desktop,5208.0,Medium,249,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73711,Q173710,73711,120,20250216,2025-02-16,2025,1,2,February,7,Sunday,Partner,Male,50,46.0,Mobile App,Desktop,5446.0,Medium,127,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73712,Q173711,73712,25,20250922,2025-09-22,2025,3,9,September,39,Monday,Website,Male,50,8.0,Agent,Desktop,5511.0,High,22,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
73713,Q173712,73713,25,20250408,2025-04-08,2025,2,4,April,15,Tuesday,Website,Male,50,0.0,Aggregator,Desktop,5174.0,Medium,264,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73714,Q173713,73714,25,20250620,2025-06-20,2025,2,6,June,25,Friday,Website,Male,50,33.0,Mobile App,Tablet,5406.0,Medium,98,Converted,Policy Issued,1,1,1,1,100,0,0,0,0,1
73715,Q173714,73715,25,20250129,2025-01-29,2025,1,1,January,5,Wednesday,Website,Male,50,30.0,Agent,Mobile,5504.0,High,131,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73716,Q173715,73716,149,20250224,2025-02-24,2025,1,2,February,9,Monday,,Female,50,29.0,Website,Desktop,6376.0,High,288,Abandoned,Document Upload,0,0,1,0,0,0,1,0,1,0
73717,Q173716,73717,151,20251002,2025-10-02,2025,4,10,October,40,Thursday,,Male,50,3.0,Agent,Mobile,5619.0,High,138,Abandoned,Payment,1,0,1,0,0,1,0,0,1,0
73718,Q173717,73718,25,20251103,2025-11-03,2025,4,11,November,45,Monday,Website,Female,50,46.0,Aggregator,Mobile,5410.0,Medium,236,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73719,Q173718,73719,25,20251211,2025-12-11,2025,4,12,December,50,Thursday,Website,Female,50,28.0,Agent,Mobile,4817.0,Medium,191,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73720,Q173719,73720,120,20250702,2025-07-02,2025,3,7,July,27,Wednesday,Partner,Female,50,28.0,Website,Desktop,5258.0,Medium,32,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73721,Q173720,73721,120,20250317,2025-03-17,2025,1,3,March,12,Monday,Partner,Male,50,30.0,Website,Mobile,5485.0,Medium,66,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73722,Q173721,73722,120,20250210,2025-02-10,2025,1,2,February,7,Monday,Partner,Female,50,28.0,Mobile App,Desktop,4959.0,Medium,198,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73723,Q173722,73723,146,20250908,2025-09-08,2025,3,9,September,37,Monday,,Female,50,30.0,Agent,Mobile,5453.0,Medium,221,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73724,Q173723,73724,25,20250722,2025-07-22,2025,3,7,July,30,Tuesday,Website,Female,50,8.0,Mobile App,Desktop,5049.0,Medium,123,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
73725,Q173724,73725,151,20250420,2025-04-20,2025,2,4,April,16,Sunday,,Male,50,19.0,Aggregator,Mobile,4873.0,Medium,170,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73726,Q173725,73726,154,20251011,2025-10-11,2025,4,10,October,41,Saturday,,Female,50,10.0,Website,Mobile,5545.0,High,44,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73727,Q173726,73727,120,20250419,2025-04-19,2025,2,4,April,16,Saturday,Partner,Male,50,11.0,Mobile App,Mobile,5041.0,Medium,236,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73728,Q173727,73728,150,20250211,2025-02-11,2025,1,2,February,7,Tuesday,,Male,50,35.0,Agent,Mobile,5170.0,Medium,164,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73729,Q173728,73729,147,20250109,2025-01-09,2025,1,1,January,2,Thursday,,Female,50,47.0,Website,Mobile,5644.0,High,274,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73730,Q173729,73730,151,20250310,2025-03-10,2025,1,3,March,11,Monday,,Male,50,39.0,Website,Mobile,5561.0,High,128,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
73731,Q173730,73731,25,20250722,2025-07-22,2025,3,7,July,30,Tuesday,Website,Female,50,28.0,Agent,Mobile,5549.0,High,185,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
73732,Q173731,73732,146,20250114,2025-01-14,2025,1,1,January,3,Tuesday,,Female,50,28.0,Agent,Mobile,5735.0,High,25,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73733,Q173732,73733,120,20250210,2025-02-10,2025,1,2,February,7,Monday,Partner,Male,50,28.0,Aggregator,Mobile,5630.0,High,70,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73734,Q173733,73734,25,20250114,2025-01-14,2025,1,1,January,3,Tuesday,Website,Male,50,28.0,Aggregator,Mobile,4932.0,Medium,239,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73735,Q173734,73735,25,20251209,2025-12-09,2025,4,12,December,50,Tuesday,Website,Male,50,28.0,Agent,Mobile,5746.0,High,211,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73736,Q173735,73736,151,20250420,2025-04-20,2025,2,4,April,16,Sunday,,Female,50,3.0,Aggregator,Mobile,5587.0,High,17,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73737,Q173736,73737,148,20250531,2025-05-31,2025,2,5,May,22,Saturday,,Male,50,28.0,Website,Mobile,5399.0,Medium,179,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73738,Q173737,73738,25,20251025,2025-10-25,2025,4,10,October,43,Saturday,Website,Male,50,28.0,Agent,Tablet,5299.0,Medium,270,Converted,Policy Issued,1,1,1,1,100,0,0,0,0,1
73739,Q173738,73739,120,20250121,2025-01-21,2025,1,1,January,4,Tuesday,Partner,Female,50,46.0,Agent,Mobile,5310.0,Medium,204,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73740,Q173739,73740,146,20250926,2025-09-26,2025,3,9,September,39,Friday,,Female,50,29.0,Mobile App,Mobile,4821.0,Medium,212,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73741,Q173740,73741,148,20250702,2025-07-02,2025,3,7,July,27,Wednesday,,Male,50,8.0,Mobile App,Mobile,5519.0,High,83,Abandoned,Document Upload,1,0,1,0,0,1,0,0,1,0
73742,Q173741,73742,25,20250831,2025-08-31,2025,3,8,August,35,Sunday,Website,Male,50,41.0,Website,Desktop,5305.0,Medium,180,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
73743,Q173742,73743,25,20250227,2025-02-27,2025,1,2,February,9,Thursday,Website,Female,50,25.0,Mobile App,Mobile,5040.0,Medium,269,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73744,Q173743,73744,13,20251112,2025-11-12,2025,4,11,November,46,Wednesday,Agent,Female,50,15.0,Website,Desktop,5253.0,Medium,200,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73745,Q173744,73745,120,20251202,2025-12-02,2025,4,12,December,49,Tuesday,Partner,Female,50,9.0,Aggregator,Mobile,5377.0,Medium,275,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73746,Q173745,73746,25,20250625,2025-06-25,2025,2,6,June,26,Wednesday,Website,Male,50,28.0,Website,Desktop,5410.0,Medium,297,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
73747,Q173746,73747,25,20250728,2025-07-28,2025,3,7,July,31,Monday,Website,Male,50,0.0,Aggregator,Mobile,5062.0,Medium,263,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73748,Q173747,73748,25,20250911,2025-09-11,2025,3,9,September,37,Thursday,Website,Female,50,28.0,Aggregator,Mobile,5608.0,High,200,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
73749,Q173748,73749,154,20250521,2025-05-21,2025,2,5,May,21,Wednesday,,Male,50,50.0,Website,Mobile,5540.0,High,48,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73750,Q173749,73750,120,20250727,2025-07-27,2025,3,7,July,30,Sunday,Partner,Male,50,28.0,Mobile App,Mobile,5037.0,Medium,175,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73751,Q173750,73751,150,20250827,2025-08-27,2025,3,8,August,35,Wednesday,,Male,50,8.0,Website,Desktop,5479.0,Medium,131,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
73752,Q173751,73752,25,20250322,2025-03-22,2025,1,3,March,12,Saturday,Website,Male,50,28.0,Agent,Mobile,5257.0,Medium,122,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73753,Q173752,73753,25,20251204,2025-12-04,2025,4,12,December,49,Thursday,Website,Female,50,8.0,Agent,Mobile,4820.0,Medium,70,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73754,Q173753,73754,120,20250811,2025-08-11,2025,3,8,August,33,Monday,Partner,Male,50,8.0,Website,Mobile,4910.0,Medium,27,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73755,Q173754,73755,25,20250906,2025-09-06,2025,3,9,September,36,Saturday,Website,Female,50,1.0,Website,Mobile,5534.0,High,19,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73756,Q173755,73756,146,20250912,2025-09-12,2025,3,9,September,37,Friday,,Female,50,9.0,Agent,Mobile,4876.0,Medium,137,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73757,Q173756,73757,51,20250725,2025-07-25,2025,3,7,July,30,Friday,Mobile App,Female,50,28.0,Mobile App,Mobile,5205.0,Medium,247,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73758,Q173757,73758,99,20250921,2025-09-21,2025,3,9,September,38,Sunday,Aggregator,Male,50,39.0,Agent,Mobile,5431.0,Medium,242,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73759,Q173758,73759,120,20250405,2025-04-05,2025,2,4,April,14,Saturday,Partner,Male,50,43.0,Mobile App,Mobile,5278.0,Medium,273,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73760,Q173759,73760,25,20250723,2025-07-23,2025,3,7,July,30,Wednesday,Website,Female,50,6.0,Agent,Mobile,5053.0,Medium,281,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73761,Q173760,73761,149,20251014,2025-10-14,2025,4,10,October,42,Tuesday,,Female,50,28.0,Aggregator,Mobile,5239.0,Medium,105,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73762,Q173761,73762,25,20250416,2025-04-16,2025,2,4,April,16,Wednesday,Website,Female,50,28.0,Mobile App,Desktop,4988.0,Medium,237,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73763,Q173762,73763,120,20251031,2025-10-31,2025,4,10,October,44,Friday,Partner,Female,50,14.0,Agent,Desktop,4925.0,Medium,73,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73764,Q173763,73764,120,20250722,2025-07-22,2025,3,7,July,30,Tuesday,Partner,Male,50,33.0,Mobile App,Desktop,4959.0,Medium,246,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73765,Q173764,73765,60,20250705,2025-07-05,2025,3,7,July,27,Saturday,Branch,Male,50,28.0,Website,Mobile,5745.0,High,104,Abandoned,Underwriting,1,0,1,0,0,1,0,0,1,0
73766,Q173765,73766,25,20251108,2025-11-08,2025,4,11,November,45,Saturday,Website,Female,50,28.0,Agent,Mobile,5318.0,Medium,25,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73767,Q173766,73767,25,20251203,2025-12-03,2025,4,12,December,49,Wednesday,Website,Male,50,15.0,Agent,Mobile,5858.0,High,74,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73768,Q173767,73768,120,20250723,2025-07-23,2025,3,7,July,30,Wednesday,Partner,Female,50,28.0,Mobile App,Desktop,4938.0,Medium,179,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73769,Q173768,73769,151,20250910,2025-09-10,2025,3,9,September,37,Wednesday,,Male,50,2.0,Agent,Mobile,5258.0,Medium,179,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73770,Q173769,73770,120,20250831,2025-08-31,2025,3,8,August,35,Sunday,Partner,Male,50,48.0,Website,Mobile,6055.0,High,57,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73771,Q173770,73771,120,20250503,2025-05-03,2025,2,5,May,18,Saturday,Partner,Male,50,28.0,Mobile App,Mobile,6418.0,High,195,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73772,Q173771,73772,25,20250819,2025-08-19,2025,3,8,August,34,Tuesday,Website,Male,50,12.0,Website,Desktop,5721.0,High,136,Abandoned,Document Upload,0,0,1,0,0,0,1,0,1,0
73773,Q173772,73773,25,20250308,2025-03-08,2025,1,3,March,10,Saturday,Website,Female,50,28.0,Mobile App,Mobile,6133.0,High,256,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
73774,Q173773,73774,25,20251007,2025-10-07,2025,4,10,October,41,Tuesday,Website,Male,50,28.0,Mobile App,Desktop,5732.0,High,268,Abandoned,Document Upload,0,0,1,0,0,0,1,0,1,0
73775,Q173774,73775,25,20250224,2025-02-24,2025,1,2,February,9,Monday,Website,Female,50,35.0,Website,Desktop,5570.0,High,120,Converted,Policy Issued,1,1,1,1,100,0,1,0,1,0
73776,Q173775,73776,155,20251114,2025-11-14,2025,4,11,November,46,Friday,,Male,50,33.0,Mobile App,Desktop,4782.0,Medium,61,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73777,Q173776,73777,120,20250210,2025-02-10,2025,1,2,February,7,Monday,Partner,Female,50,28.0,Website,Desktop,5250.0,Medium,33,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73778,Q173777,73778,120,20250321,2025-03-21,2025,1,3,March,12,Friday,Partner,Female,50,28.0,Mobile App,Tablet,5061.0,Medium,65,Abandoned,Document Upload,0,0,1,0,0,0,0,0,0,1
73779,Q173778,73779,120,20251114,2025-11-14,2025,4,11,November,46,Friday,Partner,Male,50,48.0,Mobile App,Desktop,5289.0,Medium,69,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73780,Q173779,73780,120,20250116,2025-01-16,2025,1,1,January,3,Thursday,Partner,Male,50,35.0,Website,Desktop,4900.0,Medium,146,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73781,Q173780,73781,25,20250123,2025-01-23,2025,1,1,January,4,Thursday,Website,Female,50,28.0,Agent,Mobile,6074.0,High,268,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,1,0
73782,Q173781,73782,25,20250907,2025-09-07,2025,3,9,September,36,Sunday,Website,Male,50,33.0,Agent,Mobile,5268.0,Medium,209,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73783,Q173782,73783,120,20250214,2025-02-14,2025,1,2,February,7,Friday,Partner,Female,50,28.0,Website,Desktop,4860.0,Medium,234,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73784,Q173783,73784,150,20250519,2025-05-19,2025,2,5,May,21,Monday,,Male,50,7.0,Agent,Mobile,5391.0,Medium,74,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73785,Q173784,73785,120,20250313,2025-03-13,2025,1,3,March,11,Thursday,Partner,Female,50,26.0,Aggregator,Mobile,5710.0,High,148,Converted,Policy Issued,1,1,1,1,100,1,0,0,1,0
73786,Q173785,73786,120,20251221,2025-12-21,2025,4,12,December,51,Sunday,Partner,Female,50,28.0,Agent,Mobile,4881.0,Medium,255,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73787,Q173786,73787,25,20250803,2025-08-03,2025,3,8,August,31,Sunday,Website,Female,50,5.0,Mobile App,Desktop,5269.0,Medium,146,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73788,Q173787,73788,120,20250728,2025-07-28,2025,3,7,July,31,Monday,Partner,Male,50,11.0,Website,Mobile,5643.0,High,90,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73789,Q173788,73789,120,20250428,2025-04-28,2025,2,4,April,18,Monday,Partner,Male,50,28.0,Aggregator,Desktop,5804.0,High,109,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
73790,Q173789,73790,150,20250326,2025-03-26,2025,1,3,March,13,Wednesday,,Male,50,17.0,Website,Mobile,4778.0,Medium,62,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73791,Q173790,73791,25,20250128,2025-01-28,2025,1,1,January,5,Tuesday,Website,Male,50,28.0,Agent,Desktop,5599.0,High,57,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,1,0
73792,Q173791,73792,139,20250709,2025-07-09,2025,3,7,July,28,Wednesday,Corporate,Female,50,24.0,Agent,Desktop,5572.0,High,101,Converted,Policy Issued,1,1,1,1,100,0,1,0,1,0
73793,Q173792,73793,118,20250308,2025-03-08,2025,1,3,March,10,Saturday,Partner,Male,50,28.0,Mobile App,Desktop,5682.0,High,245,Abandoned,Document Upload,0,0,1,0,0,0,1,0,1,0
73794,Q173793,73794,25,20251007,2025-10-07,2025,4,10,October,41,Tuesday,Website,Male,50,28.0,Website,Tablet,5100.0,Medium,170,Converted,Policy Issued,1,1,1,1,100,0,0,0,0,1
73795,Q173794,73795,25,20250624,2025-06-24,2025,2,6,June,26,Tuesday,Website,Female,50,28.0,Agent,Desktop,5267.0,Medium,77,Converted,Policy Issued,1,1,1,1,100,0,1,0,0,1
73796,Q173795,73796,116,20250123,2025-01-23,2025,1,1,January,4,Thursday,Partner,Female,50,11.0,Agent,Mobile,5241.0,Medium,178,Abandoned,Premium Calculation,0,0,1,0,0,1,0,0,0,1
73797,Q173796,73797,120,20251001,2025-10-01,2025,4,10,October,40,Wednesday,Partner,Female,50,28.0,Website,Desktop,5157.0,Medium,39,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73798,Q173797,73798,25,20250311,2025-03-11,2025,1,3,March,11,Tuesday,Website,Male,50,29.0,Website,Desktop,5257.0,Medium,143,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73799,Q173798,73799,120,20250417,2025-04-17,2025,2,4,April,16,Thursday,Partner,Female,50,28.0,Aggregator,Desktop,5373.0,Medium,193,Abandoned,Document Upload,0,0,1,0,0,0,1,0,0,1
73800,Q173799,73800,120,20250522,2025-05-22,2025,2,5,May,21,Thursday,Partner,Female,50,39.0,Aggregator,Desktop,4854.0,Medium,51,Abandoned,Premium Calculation,0,0,1,0,0,0,1,0,0,1
73801,Q173800,73801,24,20250308,2025-03-08,2025,1,3,March,10,Saturday,Website,Female,50,28.0,Aggregator,Mobile,5468.0,Medium,73,Converted,Policy Issued,1,1,1,1,100,1,0,0,0,1
73802,Q173801,73802,25,20250124,2025-01-24,2025,1,1,January,4,Friday,Website,Male,50,8.0,Mobile App,Mobile,5301.0,Medium,202,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73803,Q173802,73803,118,20250508,2025-05-08,2025,2,5,May,19,Thursday,Partner,Female,50,28.0,Agent,Mobile,5529.0,High,142,Abandoned,Document Upload,0,0,1,0,0,1,0,0,1,0
73804,Q173803,73804,151,20250701,2025-07-01,2025,3,7,July,27,Tuesday,,Male,50,41.0,Agent,Mobile,5069.0,Medium,145,Abandoned,Document Upload,0,0,1,0,0,1,0,0,0,1
73805,Q173804,73805,25,20250831,2025-08-31,2025,3,8,August,35,Sunday,Website,Male,50,30.0,Aggregator,Tablet,4795.0,Medium,93,Abandoned,Payment,1,0,1,0,0,0,0,0,0,1
