claim_sk,claim_id,policy_sk,vehicle_sk,date_sk,date,year,quarter,month,month_name,week,financial_year,policy_type,coverage_type,policy_status,policy_tenure_band,make,model,segment,fuel_type,vehicle_age_band,premium_vehicle,safety_rating,claim_amount,claim_amount_band,claim_flag,claim_approved,claim_severity,fraud_risk,settlement_days,settlement_band,claim_count,paid_claim,high_fraud,high_severity,fast_settlement,delayed_settlement
83271,CLM183270,83271,83271,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83272,CLM183271,83272,83272,20260903,2026-09-03,2026,3,9,September,36,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83273,CLM183272,83273,83273,20250727,2025-07-27,2025,3,7,July,30,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83274,CLM183273,83274,83274,20260616,2026-06-16,2026,2,6,June,25,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83275,CLM183274,83275,83275,20260515,2026-05-15,2026,2,5,May,20,2026-2027,Third Party,Basic,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83276,CLM183275,83276,83276,20260116,2026-01-16,2026,1,1,January,3,2025-2026,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83277,CLM183276,83277,83277,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83278,CLM183277,83278,83278,20260219,2026-02-19,2026,1,2,February,8,2025-2026,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83279,CLM183278,83279,83279,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,74911,High,1.0,True,High,Low,16,Delayed,1,True,0,1,0,1
83280,CLM183279,83280,83280,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83281,CLM183280,83281,83281,20260413,2026-04-13,2026,2,4,April,16,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83282,CLM183281,83282,83282,20260811,2026-08-11,2026,3,8,August,33,2026-2027,Third Party,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83283,CLM183282,83283,83283,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Expired,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83284,CLM183283,83284,83284,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,115217,Very High,1.0,True,High,Low,29,Delayed,1,True,0,1,0,1
83285,CLM183284,83285,83285,20260318,2026-03-18,2026,1,3,March,12,2025-2026,Third Party,Silver,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83286,CLM183285,83286,83286,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83287,CLM183286,83287,83287,20260513,2026-05-13,2026,2,5,May,20,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83288,CLM183287,83288,83288,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83289,CLM183288,83289,83289,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Expired,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83290,CLM183289,83290,83290,20260927,2026-09-27,2026,3,9,September,39,2026-2027,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83291,CLM183290,83291,83291,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83292,CLM183291,83292,83292,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83293,CLM183292,83293,83293,20261030,2026-10-30,2026,4,10,October,44,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83294,CLM183293,83294,83294,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,60834,High,1.0,True,High,Low,9,Delayed,1,True,0,1,0,1
83295,CLM183294,83295,83295,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83296,CLM183295,83296,83296,20260918,2026-09-18,2026,3,9,September,38,2026-2027,Comprehensive,Gold,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83297,CLM183296,83297,83297,20251122,2025-11-22,2025,4,11,November,47,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83298,CLM183297,83298,83298,20260227,2026-02-27,2026,1,2,February,9,2025-2026,Third Party,Gold,Cancelled,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83299,CLM183298,83299,83299,20260119,2026-01-19,2026,1,1,January,4,2025-2026,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83300,CLM183299,83300,83300,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,4,M11,C1,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83301,CLM183300,83301,83301,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Expired,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83302,CLM183301,83302,83302,20261110,2026-11-10,2026,4,11,November,46,2026-2027,Comprehensive,Basic,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83303,CLM183302,83303,83303,20251121,2025-11-21,2025,4,11,November,47,2025-2026,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83304,CLM183303,83304,83304,20251229,2025-12-29,2025,4,12,December,1,2025-2026,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83305,CLM183304,83305,83305,20260725,2026-07-25,2026,3,7,July,30,2026-2027,Third Party,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83306,CLM183305,83306,83306,20260328,2026-03-28,2026,1,3,March,13,2025-2026,Comprehensive,Basic,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83307,CLM183306,83307,83307,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83308,CLM183307,83308,83308,20260404,2026-04-04,2026,2,4,April,14,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83309,CLM183308,83309,83309,20261011,2026-10-11,2026,4,10,October,41,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M2,C1,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83310,CLM183309,83310,83310,20251227,2025-12-27,2025,4,12,December,52,2025-2026,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83311,CLM183310,83311,83311,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83312,CLM183311,83312,83312,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83313,CLM183312,83313,83313,20260723,2026-07-23,2026,3,7,July,30,2026-2027,Third Party,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83314,CLM183313,83314,83314,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83315,CLM183314,83315,83315,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83316,CLM183315,83316,83316,20250605,2025-06-05,2025,2,6,June,23,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83317,CLM183316,83317,83317,20261126,2026-11-26,2026,4,11,November,48,2026-2027,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83318,CLM183317,83318,83318,20261008,2026-10-08,2026,4,10,October,41,2026-2027,Comprehensive,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83319,CLM183318,83319,83319,20261110,2026-11-10,2026,4,11,November,46,2026-2027,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,27260,Medium,1.0,False,Medium,Low,3,Fast,1,False,0,0,1,0
83320,CLM183319,83320,83320,20260914,2026-09-14,2026,3,9,September,38,2026-2027,Comprehensive,Silver,Active,< 6 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83321,CLM183320,83321,83321,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,4,M11,C1,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83322,CLM183321,83322,83322,20260601,2026-06-01,2026,2,6,June,23,2026-2027,Third Party,Gold,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83323,CLM183322,83323,83323,20260421,2026-04-21,2026,2,4,April,17,2026-2027,Comprehensive,Basic,Active,< 6 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83324,CLM183323,83324,83324,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83325,CLM183324,83325,83325,20260310,2026-03-10,2026,1,3,March,11,2025-2026,Comprehensive,Silver,Active,< 6 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83326,CLM183325,83326,83326,20250812,2025-08-12,2025,3,8,August,33,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M10,Utility,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83327,CLM183326,83327,83327,20260920,2026-09-20,2026,3,9,September,38,2026-2027,Third Party,Gold,Expired,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83328,CLM183327,83328,83328,20260613,2026-06-13,2026,2,6,June,24,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83329,CLM183328,83329,83329,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83330,CLM183329,83330,83330,20260403,2026-04-03,2026,2,4,April,14,2026-2027,Third Party,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83331,CLM183330,83331,83331,20260512,2026-05-12,2026,2,5,May,20,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83332,CLM183331,83332,83332,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83333,CLM183332,83333,83333,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83334,CLM183333,83334,83334,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Cancelled,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83335,CLM183334,83335,83335,20251231,2025-12-31,2025,4,12,December,1,2025-2026,Third Party,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83336,CLM183335,83336,83336,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,< 6 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83337,CLM183336,83337,83337,20260304,2026-03-04,2026,1,3,March,10,2025-2026,Comprehensive,Silver,Active,> 12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83338,CLM183337,83338,83338,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83339,CLM183338,83339,83339,20261130,2026-11-30,2026,4,11,November,49,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83340,CLM183339,83340,83340,20260406,2026-04-06,2026,2,4,April,15,2026-2027,Third Party,Basic,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83341,CLM183340,83341,83341,20260714,2026-07-14,2026,3,7,July,29,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83342,CLM183341,83342,83342,20250906,2025-09-06,2025,3,9,September,36,2025-2026,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83343,CLM183342,83343,83343,20250607,2025-06-07,2025,2,6,June,23,2025-2026,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83344,CLM183343,83344,83344,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83345,CLM183344,83345,83345,20261116,2026-11-16,2026,4,11,November,47,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83346,CLM183345,83346,83346,20250904,2025-09-04,2025,3,9,September,36,2025-2026,Comprehensive,Gold,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83347,CLM183346,83347,83347,20251020,2025-10-20,2025,4,10,October,43,2025-2026,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83348,CLM183347,83348,83348,20260610,2026-06-10,2026,2,6,June,24,2026-2027,Third Party,Gold,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83349,CLM183348,83349,83349,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Expired,6-12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83350,CLM183349,83350,83350,20261007,2026-10-07,2026,4,10,October,41,2026-2027,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83351,CLM183350,83351,83351,20260425,2026-04-25,2026,2,4,April,17,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83352,CLM183351,83352,83352,20260418,2026-04-18,2026,2,4,April,16,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M7,B2,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83353,CLM183352,83353,83353,20261217,2026-12-17,2026,4,12,December,51,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83354,CLM183353,83354,83354,20250330,2025-03-30,2025,1,3,March,13,2024-2025,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83355,CLM183354,83355,83355,20260515,2026-05-15,2026,2,5,May,20,2026-2027,Third Party,Silver,Active,6-12 Months,4,M11,C1,Petrol,New,False,Average,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83356,CLM183355,83356,83356,20260407,2026-04-07,2026,2,4,April,15,2026-2027,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83357,CLM183356,83357,83357,20260919,2026-09-19,2026,3,9,September,38,2026-2027,Third Party,Silver,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83358,CLM183357,83358,83358,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Expired,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83359,CLM183358,83359,83359,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83360,CLM183359,83360,83360,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83361,CLM183360,83361,83361,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83362,CLM183361,83362,83362,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83363,CLM183362,83363,83363,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83364,CLM183363,83364,83364,20260606,2026-06-06,2026,2,6,June,23,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83365,CLM183364,83365,83365,20260215,2026-02-15,2026,1,2,February,7,2025-2026,Comprehensive,Basic,Active,6-12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83366,CLM183365,83366,83366,20250422,2025-04-22,2025,2,4,April,17,2025-2026,Third Party,Gold,Cancelled,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83367,CLM183366,83367,83367,20250921,2025-09-21,2025,3,9,September,38,2025-2026,Comprehensive,Basic,Active,6-12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83368,CLM183367,83368,83368,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Gold,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83369,CLM183368,83369,83369,20250610,2025-06-10,2025,2,6,June,24,2025-2026,Third Party,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83370,CLM183369,83370,83370,20260612,2026-06-12,2026,2,6,June,24,2026-2027,Comprehensive,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83371,CLM183370,83371,83371,20261006,2026-10-06,2026,4,10,October,41,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83372,CLM183371,83372,83372,20260805,2026-08-05,2026,3,8,August,32,2026-2027,Comprehensive,Silver,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83373,CLM183372,83373,83373,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83374,CLM183373,83374,83374,20260527,2026-05-27,2026,2,5,May,22,2026-2027,Comprehensive,Gold,Active,> 12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83375,CLM183374,83375,83375,20260320,2026-03-20,2026,1,3,March,12,2025-2026,Third Party,Basic,Active,6-12 Months,1,M8,B1,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83376,CLM183375,83376,83376,20251128,2025-11-28,2025,4,11,November,48,2025-2026,Comprehensive,Silver,Active,> 12 Months,4,M5,B2,Diesel,New,True,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83377,CLM183376,83377,83377,20260704,2026-07-04,2026,3,7,July,27,2026-2027,Comprehensive,Basic,Active,> 12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83378,CLM183377,83378,83378,20260508,2026-05-08,2026,2,5,May,19,2026-2027,Comprehensive,Silver,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83379,CLM183378,83379,83379,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Third Party,Silver,Expired,< 6 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83380,CLM183379,83380,83380,20260330,2026-03-30,2026,1,3,March,14,2025-2026,Third Party,Silver,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83381,CLM183380,83381,83381,20260625,2026-06-25,2026,2,6,June,26,2026-2027,Comprehensive,Silver,Active,< 6 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83382,CLM183381,83382,83382,20260304,2026-03-04,2026,1,3,March,10,2025-2026,Third Party,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83383,CLM183382,83383,83383,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83384,CLM183383,83384,83384,20260205,2026-02-05,2026,1,2,February,6,2025-2026,Comprehensive,Basic,Active,6-12 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83385,CLM183384,83385,83385,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Gold,Active,6-12 Months,1,M6,B2,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83386,CLM183385,83386,83386,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Silver,Active,> 12 Months,3,M4,C2,Diesel,New,True,Good,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83387,CLM183386,83387,83387,20261231,2026-12-31,2026,4,12,December,53,2026-2027,Comprehensive,Basic,Active,< 6 Months,1,M1,A,CNG,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
83388,CLM183387,83388,83388,20260420,2026-04-20,2026,2,4,April,17,2026-2027,Comprehensive,Silver,Active,> 12 Months,2,M3,A,Petrol,New,False,Poor,0,,0.0,False,Low,Low,0,Fast,1,False,0,0,1,0
