policy_sk,policy_id,customer_sk,policy_tenure,policy_tenure_band,policy_type,policy_status,coverage_type,load_date,source_system
71345,ID86045,71345,0.947484978730233,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71346,ID54202,71346,0.046690326171388,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71347,ID88481,71347,0.432395441791599,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71348,ID51509,71348,0.591302652795735,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71349,ID10154,71349,0.661993064071231,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71350,ID07258,71350,1.23946770061903,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71351,ID74933,71351,0.030525732933555,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71352,ID91836,71352,1.0813662229578,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71353,ID56314,71353,1.11302931239214,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71354,ID41304,71354,0.851122163003836,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71355,ID41284,71355,0.11265177835362,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71356,ID85431,71356,0.344507184432059,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71357,ID08757,71357,1.06436539675045,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71358,ID82402,71358,0.827874157092425,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71359,ID97450,71359,0.325152847339886,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71360,ID07275,71360,1.03188349154206,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71361,ID86229,71361,0.44777964370041,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71362,ID20598,71362,0.203283311326605,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71363,ID17710,71363,0.105023197660987,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71364,ID36215,71364,0.069628850007334,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71365,ID38096,71365,0.344831305548519,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71366,ID31990,71366,1.1442021567661,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71367,ID82404,71367,0.842603130644608,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71368,ID91827,71368,1.09073933021667,> 12 Months,Comprehensive,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71369,ID41336,71369,0.090189329684271,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71370,ID91798,71370,0.472520123898156,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71371,ID74807,71371,0.154350190767088,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71372,ID67099,71372,0.745417741820056,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71373,ID74826,71373,1.13355022112105,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71374,ID54123,71374,1.03858984657565,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71375,ID56363,71375,1.12611588598915,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71376,ID04368,71376,1.15281321954242,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71377,ID12146,71377,1.00595354239522,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71378,ID19431,71378,0.602564375626875,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71379,ID61101,71379,1.13531340387137,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71380,ID86501,71380,0.269486617941993,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71381,ID20413,71381,1.11836627693085,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71382,ID06400,71382,1.09440082005797,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71383,ID64952,71383,0.74043795032982,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71384,ID63053,71384,1.05602577541875,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71385,ID45242,71385,0.522674722596351,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71386,ID23511,71386,0.73861341325846,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71387,ID32158,71387,1.11011864682503,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71388,ID28820,71388,0.003047214184453,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71389,ID63661,71389,0.599789780280692,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71390,ID43016,71390,0.458970469346423,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71391,ID93798,71391,0.902610432269537,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71392,ID82406,71392,0.23926493960243,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71393,ID03357,71393,1.11235675583916,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71394,ID19409,71394,0.087051524693953,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71395,ID50433,71395,0.281208625967172,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71396,ID50438,71396,0.606727265059353,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71397,ID81825,71397,0.536416855990137,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71398,ID96458,71398,1.19150203482891,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71399,ID18263,71399,1.0355168857798,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71400,ID16229,71400,1.20784914539215,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71401,ID32095,71401,0.923548178930694,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71402,ID84068,71402,0.15763547801172,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71403,ID87782,71403,0.245505715006716,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71404,ID22493,71404,0.030180230664948,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71405,ID22495,71405,0.342125407886211,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71406,ID43065,71406,1.1913621689613,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71407,ID41174,71407,1.1996201691499,> 12 Months,Third Party,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71408,ID74762,71408,0.339529710662966,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71409,ID14922,71409,1.01233883522826,> 12 Months,Third Party,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71410,ID04435,71410,1.21064711567836,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71411,ID25295,71411,1.13493076030933,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71412,ID25298,71412,0.214825837398163,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71413,ID26433,71413,0.098543063706971,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71414,ID96464,71414,0.378071083697931,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71415,ID58533,71415,0.05595050208199,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71416,ID25319,71416,1.15818593140498,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71417,ID19408,71417,0.607938703264441,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71418,ID16272,71418,0.549727101277056,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71419,ID21281,71419,1.02868921241336,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71420,ID67197,71420,1.07876665418031,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71421,ID48559,71421,1.07512311773089,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71422,ID45979,71422,0.543565026629109,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71423,ID32195,71423,0.336525722963395,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71424,ID32197,71424,0.365529527794502,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71425,ID74744,71425,0.767597609291276,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71426,ID61032,71426,1.16489548420458,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71427,ID10170,71427,1.22309919663432,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71428,ID88490,71428,1.07760004941453,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71429,ID94248,71429,0.770920805643956,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71430,ID22083,71430,0.269157590755401,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71431,ID78027,71431,1.09850352113966,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71432,ID59502,71432,0.85990099790039,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71433,ID43036,71433,0.036670139381787,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71434,ID19358,71434,1.05210011151424,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71435,ID32260,71435,0.090460428639724,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71436,ID04443,71436,0.772711177696888,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71437,ID96813,71437,0.808857713248054,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71438,ID23574,71438,1.18143096022917,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71439,ID41165,71439,0.676120014072072,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71440,ID59505,71440,1.23264793475265,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71441,ID69724,71441,0.571253482919799,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71442,ID69728,71442,0.271262123416511,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71443,ID69739,71443,1.10199208322716,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71444,ID62630,71444,1.17989616291281,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71445,ID36145,71445,1.16090045530808,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71446,ID71407,71446,1.04614119326455,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71447,ID61001,71447,1.05875551448847,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71448,ID41157,71448,1.11939547571796,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71449,ID08696,71449,0.56210741527033,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71450,ID12202,71450,0.261750728924653,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71451,ID41121,71451,0.122830886720129,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71452,ID41095,71452,1.11547903816798,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71453,ID60978,71453,1.24869422695654,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71454,ID04472,71454,0.948187092269433,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71455,ID36130,71455,1.22826453952067,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71456,ID71434,71456,1.02221530646719,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71457,ID62621,71457,1.15512515055512,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71458,ID44220,71458,0.838116846749254,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71459,ID69685,71459,0.463332562403645,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71460,ID59510,71460,0.943222448242542,6-12 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71461,ID50420,71461,1.1494761585627,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71462,ID13025,71462,0.067777397347056,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71463,ID61938,71463,1.12938445066019,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71464,ID11635,71464,0.166095391389256,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71465,ID54005,71465,1.05578981945479,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71466,ID45161,71466,1.12496055801168,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71467,ID67258,71467,1.14098008578638,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71468,ID67226,71468,1.13183695236758,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71469,ID67228,71469,1.21685919739966,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71470,ID67239,71470,0.544790164361159,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71471,ID54031,71471,1.10009003814354,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71472,ID54032,71472,0.345383794548942,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71473,ID87361,71473,0.282161500669044,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71474,ID60991,71474,1.16727314871996,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71475,ID48638,71475,0.187402956128169,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71476,ID25257,71476,1.027660570926,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71477,ID88247,71477,0.561289630192217,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71478,ID92816,71478,0.244566774763764,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71479,ID59554,71479,1.21965772267159,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71480,ID07340,71480,1.15543117329678,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71481,ID22460,71481,0.121711615701379,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71482,ID41027,71482,1.15120813282689,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71483,ID32324,71483,0.098497968200631,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71484,ID76701,71484,1.02575661443328,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71485,ID32277,71485,0.214677141951069,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71486,ID67283,71486,0.169105463917034,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71487,ID78573,71487,0.45901382602522,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71488,ID65540,71488,0.942407354456496,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71489,ID65546,71489,0.431807508664593,< 6 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71490,ID43716,71490,1.16742961224219,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71491,ID89720,71491,1.0133897384159,> 12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71492,ID64967,71492,0.456756004621161,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71493,ID06337,71493,0.091395034902772,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71494,ID58466,71494,0.562356193331016,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71495,ID38275,71495,0.258819667363725,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71496,ID60972,71496,1.24972527032003,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71497,ID54018,71497,1.04149490422618,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71498,ID23620,71498,0.094846702082623,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71499,ID67296,71499,0.997051497499908,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71500,ID77127,71500,1.2235108745567,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71501,ID36069,71501,0.294333987942381,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71502,ID81823,71502,0.955807578045135,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71503,ID36108,71503,1.18207680585275,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71504,ID90713,71504,0.316473037462557,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71505,ID25223,71505,0.452053507539317,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71506,ID91758,71506,0.939417134770276,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71507,ID94865,71507,0.179108858978749,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71508,ID14887,71508,0.672850499943805,6-12 Months,Third Party,Cancelled,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71509,ID14890,71509,0.054112808372169,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71510,ID94864,71510,0.242976061457545,< 6 Months,Comprehensive,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71511,ID32293,71511,0.97634168933573,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71512,ID47330,71512,0.706670998431701,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71513,ID61995,71513,1.19844686745927,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71514,ID61977,71514,0.564568734214729,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71515,ID89051,71515,0.088161001869971,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71516,ID23626,71516,0.499681890718376,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71517,ID41050,71517,0.597675320757943,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71518,ID04518,71518,0.090442460134113,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71519,ID36084,71519,1.08360232090398,> 12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71520,ID17634,71520,1.18778900159182,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71521,ID58481,71521,0.538726984233841,6-12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71522,ID38322,71522,0.863055510445563,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71523,ID03017,71523,0.005930454351195,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71524,ID41037,71524,0.084597303326214,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71525,ID48667,71525,0.141643311253611,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71526,ID48651,71526,0.061065338801237,< 6 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71527,ID56515,71527,1.21059257447452,> 12 Months,Comprehensive,Cancelled,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71528,ID32368,71528,0.04046105414506,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71529,ID74599,71529,1.16518209116451,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71530,ID04552,71530,1.15703271511468,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71531,ID32398,71531,0.698534110616954,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71532,ID32420,71532,1.17713629417339,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71533,ID21305,71533,0.465309806264285,< 6 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71534,ID20881,71534,1.04700734901927,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71535,ID86788,71535,0.924719728493124,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71536,ID26504,71536,0.694786357405249,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71537,ID36034,71537,0.255537769616297,< 6 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71538,ID93625,71538,1.09354379309627,> 12 Months,Third Party,Cancelled,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71539,ID85902,71539,0.533640579475702,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71540,ID64474,71540,1.01082471293652,> 12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71541,ID67320,71541,0.094222339326932,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71542,ID08616,71542,0.505957898089366,6-12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71543,ID60920,71543,0.842943197362959,6-12 Months,Third Party,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71544,ID45997,71544,1.19260389665568,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71545,ID04535,71545,0.034139601059263,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71546,ID91746,71546,0.916674129202242,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71547,ID53896,71547,1.18606105781681,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71548,ID84108,71548,0.720685268881036,6-12 Months,Comprehensive,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71549,ID80031,71549,1.11005256162667,> 12 Months,Comprehensive,Expired,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71550,ID21794,71550,0.299625432532195,< 6 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71551,ID21802,71551,0.750673908803083,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71552,ID51656,71552,0.591181095324879,6-12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71553,ID38341,71553,1.05561580923953,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71554,ID84115,71554,0.387519536345158,< 6 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71555,ID84116,71555,1.17520580378776,> 12 Months,Comprehensive,Active,Basic,2026-08-01 17:22:07.750552,Insurance Claims
71556,ID83227,71556,0.158460477937741,< 6 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71557,ID28667,71557,1.16835615141082,> 12 Months,Third Party,Expired,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71558,ID92407,71558,1.03740272798919,> 12 Months,Third Party,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71559,ID74519,71559,1.07056254240823,> 12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71560,ID67383,71560,0.52659358157522,6-12 Months,Third Party,Active,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71561,ID19278,71561,0.09391135397197,< 6 Months,Third Party,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
71562,ID77667,71562,1.11852123168811,> 12 Months,Comprehensive,Active,Gold,2026-08-01 17:22:07.750552,Insurance Claims
71563,ID02424,71563,0.615205427868507,6-12 Months,Comprehensive,Expired,Silver,2026-08-01 17:22:07.750552,Insurance Claims
