customer_sk,customer_id,gender,customer_age,age_band,has_driving_license,driving_license_status,previously_insured,insurance_history,customer_segment,region,risk_profile
67022,CUST067022,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
67023,CUST067023,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,12.0,Low
67024,CUST067024,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67025,CUST067025,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67026,CUST067026,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67027,CUST067027,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67028,CUST067028,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,48.0,Low
67029,CUST067029,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,40.0,Low
67030,CUST067030,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67031,CUST067031,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
67032,CUST067032,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67033,CUST067033,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,37.0,Low
67034,CUST067034,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,32.0,Low
67035,CUST067035,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67036,CUST067036,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,29.0,Low
67037,CUST067037,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67038,CUST067038,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67039,CUST067039,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
67040,CUST067040,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,26.0,Low
67041,CUST067041,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
67042,CUST067042,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67043,CUST067043,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,20.0,Low
67044,CUST067044,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67045,CUST067045,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67046,CUST067046,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
67047,CUST067047,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,38.0,Low
67048,CUST067048,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67049,CUST067049,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67050,CUST067050,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
67051,CUST067051,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67052,CUST067052,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67053,CUST067053,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67054,CUST067054,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67055,CUST067055,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67056,CUST067056,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67057,CUST067057,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67058,CUST067058,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,30.0,Low
67059,CUST067059,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,18.0,Low
67060,CUST067060,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67061,CUST067061,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,31.0,Low
67062,CUST067062,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67063,CUST067063,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67064,CUST067064,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67065,CUST067065,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67066,CUST067066,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67067,CUST067067,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,49.0,Low
67068,CUST067068,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,50.0,Low
67069,CUST067069,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,41.0,Low
67070,CUST067070,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,41.0,Low
67071,CUST067071,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67072,CUST067072,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67073,CUST067073,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67074,CUST067074,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67075,CUST067075,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,50.0,Low
67076,CUST067076,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67077,CUST067077,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
67078,CUST067078,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67079,CUST067079,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67080,CUST067080,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,39.0,Low
67081,CUST067081,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,2.0,Low
67082,CUST067082,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67083,CUST067083,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67084,CUST067084,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67085,CUST067085,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67086,CUST067086,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67087,CUST067087,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67088,CUST067088,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67089,CUST067089,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,31.0,Low
67090,CUST067090,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67091,CUST067091,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,36.0,Low
67092,CUST067092,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67093,CUST067093,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67094,CUST067094,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
67095,CUST067095,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67096,CUST067096,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67097,CUST067097,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67098,CUST067098,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67099,CUST067099,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67100,CUST067100,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
67101,CUST067101,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67102,CUST067102,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
67103,CUST067103,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67104,CUST067104,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,14.0,Low
67105,CUST067105,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67106,CUST067106,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,45.0,Low
67107,CUST067107,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67108,CUST067108,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67109,CUST067109,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67110,CUST067110,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,7.0,Low
67111,CUST067111,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67112,CUST067112,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67113,CUST067113,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67114,CUST067114,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,17.0,Low
67115,CUST067115,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67116,CUST067116,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67117,CUST067117,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,18.0,Low
67118,CUST067118,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67119,CUST067119,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
67120,CUST067120,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67121,CUST067121,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67122,CUST067122,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
67123,CUST067123,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67124,CUST067124,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67125,CUST067125,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67126,CUST067126,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67127,CUST067127,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
67128,CUST067128,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67129,CUST067129,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,4.0,Low
67130,CUST067130,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67131,CUST067131,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67132,CUST067132,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,30.0,Low
67133,CUST067133,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67134,CUST067134,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67135,CUST067135,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67136,CUST067136,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67137,CUST067137,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67138,CUST067138,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67139,CUST067139,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67140,CUST067140,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67141,CUST067141,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67142,CUST067142,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67143,CUST067143,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67144,CUST067144,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,35.0,Low
67145,CUST067145,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67146,CUST067146,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67147,CUST067147,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,41.0,Low
67148,CUST067148,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
67149,CUST067149,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,43.0,Low
67150,CUST067150,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,50.0,Low
67151,CUST067151,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,38.0,Low
67152,CUST067152,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
67153,CUST067153,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67154,CUST067154,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
67155,CUST067155,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67156,CUST067156,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,50.0,Low
67157,CUST067157,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67158,CUST067158,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67159,CUST067159,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,33.0,Low
67160,CUST067160,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
67161,CUST067161,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67162,CUST067162,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,9.0,Low
67163,CUST067163,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67164,CUST067164,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,39.0,Low
67165,CUST067165,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67166,CUST067166,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,37.0,Low
67167,CUST067167,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,3.0,Low
67168,CUST067168,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67169,CUST067169,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,36.0,Low
67170,CUST067170,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67171,CUST067171,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67172,CUST067172,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
67173,CUST067173,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67174,CUST067174,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67175,CUST067175,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
67176,CUST067176,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67177,CUST067177,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67178,CUST067178,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67179,CUST067179,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67180,CUST067180,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67181,CUST067181,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,47.0,Low
67182,CUST067182,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67183,CUST067183,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67184,CUST067184,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67185,CUST067185,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67186,CUST067186,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,32.0,Low
67187,CUST067187,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67188,CUST067188,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67189,CUST067189,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,32.0,Low
67190,CUST067190,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67191,CUST067191,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,51.0,Low
67192,CUST067192,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67193,CUST067193,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,29.0,Low
67194,CUST067194,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,33.0,Low
67195,CUST067195,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67196,CUST067196,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,47.0,Low
67197,CUST067197,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67198,CUST067198,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67199,CUST067199,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67200,CUST067200,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,40.0,Low
67201,CUST067201,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67202,CUST067202,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67203,CUST067203,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,30.0,Low
67204,CUST067204,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67205,CUST067205,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67206,CUST067206,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
67207,CUST067207,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67208,CUST067208,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67209,CUST067209,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,19.0,Low
67210,CUST067210,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
67211,CUST067211,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67212,CUST067212,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,18.0,Low
67213,CUST067213,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67214,CUST067214,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,6.0,Low
67215,CUST067215,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67216,CUST067216,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67217,CUST067217,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67218,CUST067218,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,44.0,Low
67219,CUST067219,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67220,CUST067220,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,33.0,Low
67221,CUST067221,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67222,CUST067222,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67223,CUST067223,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67224,CUST067224,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67225,CUST067225,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67226,CUST067226,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67227,CUST067227,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67228,CUST067228,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67229,CUST067229,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67230,CUST067230,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67231,CUST067231,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67232,CUST067232,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67233,CUST067233,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,30.0,Low
67234,CUST067234,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67235,CUST067235,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67236,CUST067236,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,50.0,Low
67237,CUST067237,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67238,CUST067238,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,30.0,Low
67239,CUST067239,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67240,CUST067240,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67241,CUST067241,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67242,CUST067242,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67243,CUST067243,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67244,CUST067244,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67245,CUST067245,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67246,CUST067246,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,20.0,Low
67247,CUST067247,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
67248,CUST067248,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67249,CUST067249,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,5.0,Low
67250,CUST067250,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67251,CUST067251,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67252,CUST067252,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,9.0,Low
67253,CUST067253,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67254,CUST067254,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67255,CUST067255,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,35.0,Low
67256,CUST067256,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67257,CUST067257,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67258,CUST067258,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67259,CUST067259,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67260,CUST067260,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67261,CUST067261,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,46.0,Low
67262,CUST067262,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67263,CUST067263,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,39.0,Low
67264,CUST067264,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67265,CUST067265,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,35.0,Low
67266,CUST067266,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,40.0,Low
67267,CUST067267,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,35.0,Low
67268,CUST067268,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67269,CUST067269,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67270,CUST067270,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67271,CUST067271,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67272,CUST067272,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,37.0,Low
67273,CUST067273,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,18.0,Low
67274,CUST067274,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67275,CUST067275,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67276,CUST067276,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
67277,CUST067277,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,12.0,Low
67278,CUST067278,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67279,CUST067279,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,15.0,Low
67280,CUST067280,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67281,CUST067281,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67282,CUST067282,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,4.0,Low
67283,CUST067283,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67284,CUST067284,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67285,CUST067285,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,8.0,Low
67286,CUST067286,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
67287,CUST067287,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,50.0,Low
67288,CUST067288,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,30.0,Low
67289,CUST067289,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,10.0,Low
67290,CUST067290,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67291,CUST067291,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67292,CUST067292,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67293,CUST067293,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,41.0,Low
67294,CUST067294,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,11.0,Low
67295,CUST067295,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67296,CUST067296,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67297,CUST067297,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,46.0,Low
67298,CUST067298,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,7.0,Low
67299,CUST067299,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67300,CUST067300,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67301,CUST067301,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,29.0,Low
67302,CUST067302,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,48.0,Low
67303,CUST067303,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67304,CUST067304,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67305,CUST067305,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,18.0,Low
67306,CUST067306,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,38.0,Low
67307,CUST067307,Male,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,28.0,Low
67308,CUST067308,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67309,CUST067309,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,41.0,Low
67310,CUST067310,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67311,CUST067311,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,28.0,Low
67312,CUST067312,Female,46,46-60,1,Licensed,1,Previously Insured,Existing Customer,8.0,Low
67313,CUST067313,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,2.0,Low
67314,CUST067314,Male,46,46-60,1,Licensed,0,First Time Buyer,New Customer,14.0,Low
67315,CUST067315,Female,46,46-60,1,Licensed,0,First Time Buyer,New Customer,19.0,Low
