vehicle_sk,policy_id,customer_sk,make,model,segment,fuel_type,vehicle_age,vehicle_age_band,engine_type,displacement,engine_category,cylinder,transmission,transmission_category,steering,length,width,height,gross_weight,weight_class,vehicle_size,airbags,is_esc,is_tpms,is_parking_sensors,is_parking_camera,is_brake_assist,is_power_steering,is_speed_alert,ncap_rating,safety_score,safety_rating,premium_vehicle
79658,ID18508,79658,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79659,ID82457,79659,3,M4,C2,Diesel,0.17,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79660,ID31895,79660,3,M4,C2,Diesel,0.01,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79661,ID31915,79661,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79662,ID28949,79662,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79663,ID03345,79663,3,M4,C2,Diesel,0.16,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79664,ID84114,79664,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79665,ID04530,79665,4,M5,B2,Diesel,0.04,New,1.5 Turbocharged Revotorq,1497,Medium,4,Manual,Manual,Electric,3990,1755,1523,1490,Medium,Large,2,0,0,1,0,0,1,1,5,57.1,Poor,True
79666,ID04520,79666,3,M4,C2,Diesel,0.37,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79667,ID96799,79667,3,M4,C2,Diesel,0.04,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79668,ID00140,79668,1,M2,C1,Petrol,0.04,New,1.2 L K12N Dualjet,1197,Medium,4,Automatic,Automatic,Electric,3995,1735,1515,1335,Medium,Large,2,1,0,1,1,1,1,1,2,56.3,Poor,False
79669,ID29093,79669,1,M7,B2,Petrol,0.01,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
79670,ID31739,79670,4,M5,B2,Diesel,0.1,New,1.5 Turbocharged Revotorq,1497,Medium,4,Manual,Manual,Electric,3990,1755,1523,1490,Medium,Large,2,0,0,1,0,0,1,1,5,57.1,Poor,True
79671,ID76733,79671,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79672,ID74640,79672,1,M6,B2,Petrol,0.02,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79673,ID18367,79673,1,M6,B2,Petrol,0.07,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79674,ID53327,79674,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79675,ID53349,79675,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79676,ID53410,79676,1,M6,B2,Petrol,0.06,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79677,ID53405,79677,1,M1,A,CNG,0.15,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79678,ID01541,79678,5,M9,C1,Diesel,0.03,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
79679,ID53059,79679,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79680,ID79680,79680,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79681,ID79677,79681,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79682,ID94519,79682,1,M1,A,CNG,0.03,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79683,ID16710,79683,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79684,ID53275,79684,1,M6,B2,Petrol,0.12,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79685,ID18408,79685,1,M6,B2,Petrol,0.11,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79686,ID94234,79686,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79687,ID50304,79687,1,M1,A,CNG,0.04,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79688,ID92340,79688,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79689,ID29136,79689,1,M1,A,CNG,0.04,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79690,ID31649,79690,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79691,ID76712,79691,3,M4,C2,Diesel,0.16,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79692,ID04366,79692,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79693,ID74830,79693,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79694,ID84041,79694,2,M3,A,Petrol,0.1,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
79695,ID96833,79695,1,M10,Utility,CNG,0.0,New,G12B,1196,Medium,4,Manual,Manual,Manual,3675,1475,1825,1510,Heavy,Mid Size,1,0,0,1,0,0,0,1,0,16.4,Poor,False
79696,ID29189,79696,3,M4,C2,Diesel,0.14,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79697,ID31478,79697,1,M7,B2,Petrol,0.1,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
79698,ID31496,79698,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79699,ID31514,79699,1,M6,B2,Petrol,0.11,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79700,ID31504,79700,1,M6,B2,Petrol,0.02,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79701,ID76695,79701,3,M4,C2,Diesel,0.14,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79702,ID74950,79702,3,M4,C2,Diesel,0.07,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79703,ID84030,79703,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79704,ID16880,79704,1,M6,B2,Petrol,0.09,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79705,ID01565,79705,1,M8,B1,CNG,0.02,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
79706,ID50401,79706,1,M6,B2,Petrol,0.23,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79707,ID88495,79707,1,M6,B2,Petrol,0.08,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79708,ID50471,79708,1,M6,B2,Petrol,0.06,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79709,ID53035,79709,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79710,ID80015,79710,1,M6,B2,Petrol,0.1,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79711,ID50554,79711,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79712,ID18221,79712,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79713,ID94267,79713,1,M6,B2,Petrol,0.01,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79714,ID79704,79714,1,M7,B2,Petrol,0.21,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
79715,ID16921,79715,2,M3,A,Petrol,0.02,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
79716,ID52881,79716,4,M5,B2,Diesel,0.13,New,1.5 Turbocharged Revotorq,1497,Medium,4,Manual,Manual,Electric,3990,1755,1523,1490,Medium,Large,2,0,0,1,0,0,1,1,5,57.1,Poor,True
79717,ID52907,79717,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79718,ID29297,79718,1,M6,B2,Petrol,0.05,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79719,ID31274,79719,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79720,ID31307,79720,1,M8,B1,CNG,0.3,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
79721,ID91938,79721,1,M6,B2,Petrol,0.02,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79722,ID31346,79722,1,M6,B2,Petrol,0.07,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79723,ID76687,79723,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79724,ID75025,79724,3,M4,C2,Diesel,0.1,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79725,ID75035,79725,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79726,ID04263,79726,1,M6,B2,Petrol,0.06,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79727,ID75065,79727,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79728,ID75060,79728,1,M6,B2,Petrol,0.1,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79729,ID83995,79729,1,M7,B2,Petrol,0.15,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
79730,ID75175,79730,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79731,ID75195,79731,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79732,ID04206,79732,1,M6,B2,Petrol,0.04,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79733,ID31113,79733,1,M6,B2,Petrol,0.02,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79734,ID18078,79734,1,M6,B2,Petrol,0.22,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79735,ID01739,79735,2,M3,A,Petrol,0.05,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
79736,ID52820,79736,1,M7,B2,Petrol,0.03,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
79737,ID29348,79737,3,M4,C2,Diesel,0.11,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79738,ID04159,79738,3,M4,C2,Diesel,0.22,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79739,ID75262,79739,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79740,ID04138,79740,5,M9,C1,Diesel,0.07,New,i-DTEC,1498,Medium,4,Manual,Manual,Electric,3995,1695,1501,1051,Medium,Large,2,0,0,1,1,0,1,1,4,56.9,Poor,True
79741,ID04072,79741,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79742,ID31011,79742,1,M1,A,CNG,0.06,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79743,ID29435,79743,1,M6,B2,Petrol,0.16,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79744,ID29424,79744,3,M4,C2,Diesel,0.11,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79745,ID50851,79745,3,M4,C2,Diesel,0.14,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79746,ID18041,79746,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79747,ID50931,79747,3,M4,C2,Diesel,0.05,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79748,ID17043,79748,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79749,ID52634,79749,3,M4,C2,Diesel,0.06,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79750,ID79969,79750,1,M6,B2,Petrol,0.02,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79751,ID18108,79751,3,M4,C2,Diesel,0.05,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79752,ID50755,79752,1,M6,B2,Petrol,0.1,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79753,ID31090,79753,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79754,ID83943,79754,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79755,ID75475,79755,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79756,ID75459,79756,2,M3,A,Petrol,0.2,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
79757,ID75505,79757,1,M6,B2,Petrol,0.17,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79758,ID83917,79758,3,M4,C2,Diesel,0.15,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79759,ID03990,79759,1,M1,A,CNG,0.02,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79760,ID03986,79760,3,M4,C2,Diesel,0.07,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79761,ID29532,79761,2,M3,A,Petrol,0.1,New,1.0 SCe,999,Small,3,Automatic,Automatic,Electric,3731,1579,1490,1155,Medium,Mid Size,2,0,0,0,1,0,1,1,2,39.1,Poor,False
79762,ID29530,79762,1,M6,B2,Petrol,0.14,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79763,ID30866,79763,3,M4,C2,Diesel,0.08,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79764,ID51062,79764,3,M4,C2,Diesel,0.02,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79765,ID17926,79765,1,M6,B2,Petrol,0.08,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79766,ID51090,79766,3,M4,C2,Diesel,0.13,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79767,ID17915,79767,3,M4,C2,Diesel,0.12,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79768,ID01713,79768,1,M6,B2,Petrol,0.1,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79769,ID79757,79769,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79770,ID50821,79770,3,M4,C2,Diesel,0.09,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79771,ID29500,79771,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79772,ID03933,79772,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79773,ID75747,79773,1,M6,B2,Petrol,0.11,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79774,ID75735,79774,1,M7,B2,Petrol,0.05,New,1.2 L K Series Engine,1197,Medium,4,Automatic,Automatic,Electric,3990,1745,1500,1410,Medium,Large,6,1,0,1,1,1,1,1,0,64.3,Average,False
79775,ID83867,79775,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79776,ID75763,79776,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79777,ID29605,79777,1,M6,B2,Petrol,0.12,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79778,ID92255,79778,1,M1,A,CNG,0.0,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79779,ID82587,79779,1,M1,A,CNG,0.01,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79780,ID51157,79780,3,M4,C2,Diesel,0.09,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
79781,ID51192,79781,1,M8,B1,CNG,0.13,New,K10C,998,Small,3,Manual,Manual,Power,3655,1620,1675,1340,Medium,Mid Size,2,0,0,1,0,0,1,1,2,39.1,Poor,False
79782,ID88116,79782,1,M6,B2,Petrol,0.08,New,K Series Dual jet,1197,Medium,4,Manual,Manual,Electric,3845,1735,1530,1335,Medium,Large,2,0,0,1,0,1,1,1,2,44.9,Poor,False
79783,ID52367,79783,1,M1,A,CNG,0.06,New,F8D Petrol Engine,796,Small,3,Manual,Manual,Power,3445,1515,1475,1185,Medium,Mid Size,2,0,0,1,0,0,1,1,0,27.1,Poor,False
79784,ID17192,79784,3,M4,C2,Diesel,0.06,New,1.5 L U2 CRDi,1493,Medium,4,Automatic,Automatic,Power,4300,1790,1635,1720,Heavy,Large,6,1,1,1,1,1,1,1,3,88.0,Good,True
