date_sk,date,year,quarter,month,month_name,financial_year,quote_volume,policies_issued,conversion_rate,premium_collected,claims_paid,claim_amount,claim_ratio,ai_usage,manual_underwriting_pct,customer_satisfaction,average_journey_time
20260514,2026-05-14,2026,2,5,May,2026-2027,0.0,0.0,,0.0,7.0,620167.0,62016700.0,0.0,,,
20260515,2026-05-15,2026,2,5,May,2026-2027,0.0,0.0,,0.0,2.0,189315.0,18931500.0,0.0,,,
20260516,2026-05-16,2026,2,5,May,2026-2027,0.0,0.0,,0.0,4.0,293353.0,29335300.0,0.0,,,
20260517,2026-05-17,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,481663.0,48166300.0,0.0,,,
20260518,2026-05-18,2026,2,5,May,2026-2027,0.0,0.0,,0.0,3.0,241589.0,24158900.0,0.0,,,
20260519,2026-05-19,2026,2,5,May,2026-2027,0.0,0.0,,0.0,7.0,460903.0,46090300.0,0.0,,,
20260520,2026-05-20,2026,2,5,May,2026-2027,0.0,0.0,,0.0,3.0,243091.0,24309100.0,0.0,,,
20260521,2026-05-21,2026,2,5,May,2026-2027,0.0,0.0,,0.0,3.0,340232.0,34023200.0,0.0,,,
20260522,2026-05-22,2026,2,5,May,2026-2027,0.0,0.0,,0.0,3.0,310083.0,31008300.0,0.0,,,
20260523,2026-05-23,2026,2,5,May,2026-2027,0.0,0.0,,0.0,2.0,131431.0,13143100.0,0.0,,,
20260524,2026-05-24,2026,2,5,May,2026-2027,0.0,0.0,,0.0,5.0,383000.0,38300000.0,0.0,,,
20260525,2026-05-25,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,441260.0,44126000.0,0.0,,,
20260526,2026-05-26,2026,2,5,May,2026-2027,0.0,0.0,,0.0,7.0,527160.0,52716000.0,0.0,,,
20260527,2026-05-27,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,411016.0,41101600.0,0.0,,,
20260528,2026-05-28,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,544984.0,54498400.0,0.0,,,
20260529,2026-05-29,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,622693.0,62269300.0,0.0,,,
20260530,2026-05-30,2026,2,5,May,2026-2027,0.0,0.0,,0.0,7.0,368793.0,36879300.0,0.0,,,
20260531,2026-05-31,2026,2,5,May,2026-2027,0.0,0.0,,0.0,6.0,382980.0,38298000.0,0.0,,,
20260601,2026-06-01,2026,2,6,June,2026-2027,0.0,0.0,,0.0,2.0,76192.0,7619200.0,0.0,,,
20260602,2026-06-02,2026,2,6,June,2026-2027,0.0,0.0,,0.0,4.0,413838.0,41383800.0,0.0,,,
20260603,2026-06-03,2026,2,6,June,2026-2027,0.0,0.0,,0.0,7.0,370497.0,37049700.0,0.0,,,
20260604,2026-06-04,2026,2,6,June,2026-2027,0.0,0.0,,0.0,10.0,782284.0,78228400.0,0.0,,,
20260605,2026-06-05,2026,2,6,June,2026-2027,0.0,0.0,,0.0,7.0,582003.0,58200300.0,0.0,,,
20260606,2026-06-06,2026,2,6,June,2026-2027,0.0,0.0,,0.0,6.0,466577.0,46657700.0,0.0,,,
20260607,2026-06-07,2026,2,6,June,2026-2027,0.0,0.0,,0.0,4.0,286441.0,28644100.0,0.0,,,
20260608,2026-06-08,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,520771.0,52077100.0,0.0,,,
20260609,2026-06-09,2026,2,6,June,2026-2027,0.0,0.0,,0.0,2.0,72833.0,7283300.0,0.0,,,
20260610,2026-06-10,2026,2,6,June,2026-2027,0.0,0.0,,0.0,3.0,341134.0,34113400.0,0.0,,,
20260611,2026-06-11,2026,2,6,June,2026-2027,0.0,0.0,,0.0,7.0,666458.0,66645800.0,0.0,,,
20260612,2026-06-12,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,361269.0,36126900.0,0.0,,,
20260613,2026-06-13,2026,2,6,June,2026-2027,0.0,0.0,,0.0,3.0,131604.0,13160400.0,0.0,,,
20260614,2026-06-14,2026,2,6,June,2026-2027,0.0,0.0,,0.0,3.0,122009.0,12200900.0,0.0,,,
20260615,2026-06-15,2026,2,6,June,2026-2027,0.0,0.0,,0.0,4.0,263249.0,26324900.0,0.0,,,
20260616,2026-06-16,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,341032.0,34103200.0,0.0,,,
20260617,2026-06-17,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,391031.0,39103100.0,0.0,,,
20260618,2026-06-18,2026,2,6,June,2026-2027,0.0,0.0,,0.0,3.0,151201.0,15120100.0,0.0,,,
20260619,2026-06-19,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,478553.0,47855300.0,0.0,,,
20260620,2026-06-20,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,293195.0,29319500.0,0.0,,,
20260621,2026-06-21,2026,2,6,June,2026-2027,0.0,0.0,,0.0,4.0,455223.0,45522300.0,0.0,,,
20260622,2026-06-22,2026,2,6,June,2026-2027,0.0,0.0,,0.0,8.0,619433.0,61943300.0,0.0,,,
20260623,2026-06-23,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,524114.0,52411400.0,0.0,,,
20260624,2026-06-24,2026,2,6,June,2026-2027,0.0,0.0,,0.0,8.0,590975.0,59097500.0,0.0,,,
20260625,2026-06-25,2026,2,6,June,2026-2027,0.0,0.0,,0.0,3.0,166873.0,16687300.0,0.0,,,
20260626,2026-06-26,2026,2,6,June,2026-2027,0.0,0.0,,0.0,5.0,436382.0,43638200.0,0.0,,,
20260627,2026-06-27,2026,2,6,June,2026-2027,0.0,0.0,,0.0,7.0,343345.0,34334500.0,0.0,,,
20260628,2026-06-28,2026,2,6,June,2026-2027,0.0,0.0,,0.0,4.0,348065.0,34806500.0,0.0,,,
20260629,2026-06-29,2026,2,6,June,2026-2027,0.0,0.0,,0.0,3.0,155042.0,15504200.0,0.0,,,
20260630,2026-06-30,2026,2,6,June,2026-2027,0.0,0.0,,0.0,6.0,598942.0,59894200.0,0.0,,,
20260701,2026-07-01,2026,3,7,July,2026-2027,0.0,0.0,,0.0,1.0,119943.0,11994300.0,0.0,,,
20260702,2026-07-02,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,373837.0,37383700.0,0.0,,,
20260703,2026-07-03,2026,3,7,July,2026-2027,0.0,0.0,,0.0,4.0,198793.0,19879300.0,0.0,,,
20260704,2026-07-04,2026,3,7,July,2026-2027,0.0,0.0,,0.0,6.0,444279.0,44427900.0,0.0,,,
20260705,2026-07-05,2026,3,7,July,2026-2027,0.0,0.0,,0.0,4.0,371401.0,37140100.0,0.0,,,
20260706,2026-07-06,2026,3,7,July,2026-2027,0.0,0.0,,0.0,6.0,587940.0,58794000.0,0.0,,,
20260707,2026-07-07,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,459586.0,45958600.0,0.0,,,
20260708,2026-07-08,2026,3,7,July,2026-2027,0.0,0.0,,0.0,7.0,583483.0,58348300.0,0.0,,,
20260709,2026-07-09,2026,3,7,July,2026-2027,0.0,0.0,,0.0,8.0,413362.0,41336200.0,0.0,,,
20260710,2026-07-10,2026,3,7,July,2026-2027,0.0,0.0,,0.0,1.0,9587.0,958700.0,0.0,,,
20260711,2026-07-11,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,318521.0,31852100.0,0.0,,,
20260712,2026-07-12,2026,3,7,July,2026-2027,0.0,0.0,,0.0,6.0,372174.0,37217400.0,0.0,,,
20260713,2026-07-13,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,236326.0,23632600.0,0.0,,,
20260714,2026-07-14,2026,3,7,July,2026-2027,0.0,0.0,,0.0,1.0,110249.0,11024900.0,0.0,,,
20260715,2026-07-15,2026,3,7,July,2026-2027,0.0,0.0,,0.0,10.0,660877.0,66087700.0,0.0,,,
20260716,2026-07-16,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,433409.0,43340900.0,0.0,,,
20260717,2026-07-17,2026,3,7,July,2026-2027,0.0,0.0,,0.0,7.0,260719.0,26071900.0,0.0,,,
20260718,2026-07-18,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,456312.0,45631200.0,0.0,,,
20260719,2026-07-19,2026,3,7,July,2026-2027,0.0,0.0,,0.0,4.0,317864.0,31786400.0,0.0,,,
20260720,2026-07-20,2026,3,7,July,2026-2027,0.0,0.0,,0.0,4.0,185112.0,18511200.0,0.0,,,
20260721,2026-07-21,2026,3,7,July,2026-2027,0.0,0.0,,0.0,3.0,216060.0,21606000.0,0.0,,,
20260722,2026-07-22,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,351987.0,35198700.0,0.0,,,
20260723,2026-07-23,2026,3,7,July,2026-2027,0.0,0.0,,0.0,4.0,413498.0,41349800.0,0.0,,,
20260724,2026-07-24,2026,3,7,July,2026-2027,0.0,0.0,,0.0,5.0,300753.0,30075300.0,0.0,,,
20260725,2026-07-25,2026,3,7,July,2026-2027,0.0,0.0,,0.0,1.0,37247.0,3724700.0,0.0,,,
20260726,2026-07-26,2026,3,7,July,2026-2027,0.0,0.0,,0.0,4.0,379536.0,37953600.0,0.0,,,
20260727,2026-07-27,2026,3,7,July,2026-2027,0.0,0.0,,0.0,4.0,177143.0,17714300.0,0.0,,,
20260728,2026-07-28,2026,3,7,July,2026-2027,0.0,0.0,,0.0,8.0,547837.0,54783700.0,0.0,,,
20260729,2026-07-29,2026,3,7,July,2026-2027,0.0,0.0,,0.0,3.0,330205.0,33020500.0,0.0,,,
20260730,2026-07-30,2026,3,7,July,2026-2027,0.0,0.0,,0.0,10.0,1010800.0,101080000.0,0.0,,,
20260731,2026-07-31,2026,3,7,July,2026-2027,0.0,0.0,,0.0,8.0,572427.0,57242700.0,0.0,,,
20260801,2026-08-01,2026,3,8,August,2026-2027,0.0,0.0,,0.0,2.0,181920.0,18192000.0,0.0,,,
20260802,2026-08-02,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,230029.0,23002900.0,0.0,,,
20260803,2026-08-03,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,200868.0,20086800.0,0.0,,,
20260804,2026-08-04,2026,3,8,August,2026-2027,0.0,0.0,,0.0,9.0,744268.0,74426800.0,0.0,,,
20260805,2026-08-05,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,112630.0,11263000.0,0.0,,,
20260806,2026-08-06,2026,3,8,August,2026-2027,0.0,0.0,,0.0,7.0,474107.0,47410700.0,0.0,,,
20260807,2026-08-07,2026,3,8,August,2026-2027,0.0,0.0,,0.0,5.0,411543.0,41154300.0,0.0,,,
20260808,2026-08-08,2026,3,8,August,2026-2027,0.0,0.0,,0.0,5.0,442085.0,44208500.0,0.0,,,
20260809,2026-08-09,2026,3,8,August,2026-2027,0.0,0.0,,0.0,10.0,825174.0,82517400.0,0.0,,,
20260810,2026-08-10,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,153242.0,15324200.0,0.0,,,
20260811,2026-08-11,2026,3,8,August,2026-2027,0.0,0.0,,0.0,9.0,871595.0,87159500.0,0.0,,,
20260812,2026-08-12,2026,3,8,August,2026-2027,0.0,0.0,,0.0,6.0,603628.0,60362800.0,0.0,,,
20260813,2026-08-13,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,320952.0,32095200.0,0.0,,,
20260814,2026-08-14,2026,3,8,August,2026-2027,0.0,0.0,,0.0,7.0,516553.0,51655300.0,0.0,,,
20260815,2026-08-15,2026,3,8,August,2026-2027,0.0,0.0,,0.0,11.0,833765.0,83376500.0,0.0,,,
20260816,2026-08-16,2026,3,8,August,2026-2027,0.0,0.0,,0.0,7.0,523300.0,52330000.0,0.0,,,
20260817,2026-08-17,2026,3,8,August,2026-2027,0.0,0.0,,0.0,8.0,548131.0,54813100.0,0.0,,,
20260818,2026-08-18,2026,3,8,August,2026-2027,0.0,0.0,,0.0,4.0,261540.0,26154000.0,0.0,,,
20260819,2026-08-19,2026,3,8,August,2026-2027,0.0,0.0,,0.0,4.0,252963.0,25296300.0,0.0,,,
20260820,2026-08-20,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,158523.0,15852300.0,0.0,,,
20260821,2026-08-21,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,252687.0,25268700.0,0.0,,,
20260822,2026-08-22,2026,3,8,August,2026-2027,0.0,0.0,,0.0,4.0,355566.0,35556600.0,0.0,,,
20260823,2026-08-23,2026,3,8,August,2026-2027,0.0,0.0,,0.0,5.0,386011.0,38601100.0,0.0,,,
20260824,2026-08-24,2026,3,8,August,2026-2027,0.0,0.0,,0.0,3.0,288108.0,28810800.0,0.0,,,
20260825,2026-08-25,2026,3,8,August,2026-2027,0.0,0.0,,0.0,5.0,417446.0,41744600.0,0.0,,,
20260826,2026-08-26,2026,3,8,August,2026-2027,0.0,0.0,,0.0,7.0,265692.0,26569200.0,0.0,,,
20260827,2026-08-27,2026,3,8,August,2026-2027,0.0,0.0,,0.0,2.0,166434.0,16643400.0,0.0,,,
20260828,2026-08-28,2026,3,8,August,2026-2027,0.0,0.0,,0.0,5.0,460249.0,46024900.0,0.0,,,
20260829,2026-08-29,2026,3,8,August,2026-2027,0.0,0.0,,0.0,1.0,98672.0,9867200.0,0.0,,,
20260830,2026-08-30,2026,3,8,August,2026-2027,0.0,0.0,,0.0,4.0,188985.0,18898500.0,0.0,,,
20260831,2026-08-31,2026,3,8,August,2026-2027,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
20260901,2026-09-01,2026,3,9,September,2026-2027,0.0,0.0,,0.0,1.0,49850.0,4985000.0,0.0,,,
20260902,2026-09-02,2026,3,9,September,2026-2027,0.0,0.0,,0.0,1.0,67920.0,6792000.0,0.0,,,
20260903,2026-09-03,2026,3,9,September,2026-2027,0.0,0.0,,0.0,3.0,391903.0,39190300.0,0.0,,,
20260904,2026-09-04,2026,3,9,September,2026-2027,0.0,0.0,,0.0,4.0,223265.0,22326500.0,0.0,,,
20260905,2026-09-05,2026,3,9,September,2026-2027,0.0,0.0,,0.0,3.0,66296.0,6629600.0,0.0,,,
20260906,2026-09-06,2026,3,9,September,2026-2027,0.0,0.0,,0.0,7.0,426715.0,42671500.0,0.0,,,
20260907,2026-09-07,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,482396.0,48239600.0,0.0,,,
20260908,2026-09-08,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,357533.0,35753300.0,0.0,,,
20260909,2026-09-09,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,396307.0,39630700.0,0.0,,,
20260910,2026-09-10,2026,3,9,September,2026-2027,0.0,0.0,,0.0,4.0,225965.0,22596500.0,0.0,,,
20260911,2026-09-11,2026,3,9,September,2026-2027,0.0,0.0,,0.0,6.0,449962.0,44996200.0,0.0,,,
20260912,2026-09-12,2026,3,9,September,2026-2027,0.0,0.0,,0.0,4.0,171434.0,17143400.0,0.0,,,
20260913,2026-09-13,2026,3,9,September,2026-2027,0.0,0.0,,0.0,1.0,107809.0,10780900.0,0.0,,,
20260914,2026-09-14,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,402299.0,40229900.0,0.0,,,
20260915,2026-09-15,2026,3,9,September,2026-2027,0.0,0.0,,0.0,4.0,384527.0,38452700.0,0.0,,,
20260916,2026-09-16,2026,3,9,September,2026-2027,0.0,0.0,,0.0,14.0,769906.0,76990600.0,0.0,,,
20260917,2026-09-17,2026,3,9,September,2026-2027,0.0,0.0,,0.0,3.0,216637.0,21663700.0,0.0,,,
20260918,2026-09-18,2026,3,9,September,2026-2027,0.0,0.0,,0.0,7.0,491293.0,49129300.0,0.0,,,
20260919,2026-09-19,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,349863.0,34986300.0,0.0,,,
20260920,2026-09-20,2026,3,9,September,2026-2027,0.0,0.0,,0.0,3.0,190938.0,19093800.0,0.0,,,
20260921,2026-09-21,2026,3,9,September,2026-2027,0.0,0.0,,0.0,7.0,675382.0,67538200.0,0.0,,,
20260922,2026-09-22,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,208195.0,20819500.0,0.0,,,
20260923,2026-09-23,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,473417.0,47341700.0,0.0,,,
20260924,2026-09-24,2026,3,9,September,2026-2027,0.0,0.0,,0.0,3.0,304566.0,30456600.0,0.0,,,
20260925,2026-09-25,2026,3,9,September,2026-2027,0.0,0.0,,0.0,2.0,177126.0,17712600.0,0.0,,,
20260926,2026-09-26,2026,3,9,September,2026-2027,0.0,0.0,,0.0,4.0,469139.0,46913900.0,0.0,,,
20260927,2026-09-27,2026,3,9,September,2026-2027,0.0,0.0,,0.0,2.0,165752.0,16575200.0,0.0,,,
20260928,2026-09-28,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,446567.0,44656700.0,0.0,,,
20260929,2026-09-29,2026,3,9,September,2026-2027,0.0,0.0,,0.0,5.0,591177.0,59117700.0,0.0,,,
20260930,2026-09-30,2026,3,9,September,2026-2027,0.0,0.0,,0.0,8.0,567433.0,56743300.0,0.0,,,
20261001,2026-10-01,2026,4,10,October,2026-2027,0.0,0.0,,0.0,1.0,148656.0,14865600.0,0.0,,,
20261002,2026-10-02,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,417831.0,41783100.0,0.0,,,
20261003,2026-10-03,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,151872.0,15187200.0,0.0,,,
20261004,2026-10-04,2026,4,10,October,2026-2027,0.0,0.0,,0.0,5.0,233737.0,23373700.0,0.0,,,
20261005,2026-10-05,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,351033.0,35103300.0,0.0,,,
20261006,2026-10-06,2026,4,10,October,2026-2027,0.0,0.0,,0.0,7.0,773923.0,77392300.0,0.0,,,
20261007,2026-10-07,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,341494.0,34149400.0,0.0,,,
20261008,2026-10-08,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,215851.0,21585100.0,0.0,,,
20261009,2026-10-09,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,346731.0,34673100.0,0.0,,,
20261010,2026-10-10,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,384769.0,38476900.0,0.0,,,
20261011,2026-10-11,2026,4,10,October,2026-2027,0.0,0.0,,0.0,6.0,543454.0,54345400.0,0.0,,,
20261012,2026-10-12,2026,4,10,October,2026-2027,0.0,0.0,,0.0,1.0,137004.0,13700400.0,0.0,,,
20261013,2026-10-13,2026,4,10,October,2026-2027,0.0,0.0,,0.0,8.0,496021.0,49602100.0,0.0,,,
20261014,2026-10-14,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,381582.0,38158200.0,0.0,,,
20261015,2026-10-15,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,236453.0,23645300.0,0.0,,,
20261016,2026-10-16,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,342397.0,34239700.0,0.0,,,
20261017,2026-10-17,2026,4,10,October,2026-2027,0.0,0.0,,0.0,6.0,494676.0,49467600.0,0.0,,,
20261018,2026-10-18,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,465199.0,46519900.0,0.0,,,
20261019,2026-10-19,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,262575.0,26257500.0,0.0,,,
20261020,2026-10-20,2026,4,10,October,2026-2027,0.0,0.0,,0.0,7.0,466551.0,46655100.0,0.0,,,
20261021,2026-10-21,2026,4,10,October,2026-2027,0.0,0.0,,0.0,5.0,274955.0,27495500.0,0.0,,,
20261022,2026-10-22,2026,4,10,October,2026-2027,0.0,0.0,,0.0,5.0,347987.0,34798700.0,0.0,,,
20261023,2026-10-23,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,177251.0,17725100.0,0.0,,,
20261024,2026-10-24,2026,4,10,October,2026-2027,0.0,0.0,,0.0,5.0,270163.0,27016300.0,0.0,,,
20261025,2026-10-25,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,159580.0,15958000.0,0.0,,,
20261026,2026-10-26,2026,4,10,October,2026-2027,0.0,0.0,,0.0,2.0,103033.0,10303300.0,0.0,,,
20261027,2026-10-27,2026,4,10,October,2026-2027,0.0,0.0,,0.0,6.0,469568.0,46956800.0,0.0,,,
20261028,2026-10-28,2026,4,10,October,2026-2027,0.0,0.0,,0.0,4.0,378684.0,37868400.0,0.0,,,
20261029,2026-10-29,2026,4,10,October,2026-2027,0.0,0.0,,0.0,2.0,155488.0,15548800.0,0.0,,,
20261030,2026-10-30,2026,4,10,October,2026-2027,0.0,0.0,,0.0,2.0,106078.0,10607800.0,0.0,,,
20261031,2026-10-31,2026,4,10,October,2026-2027,0.0,0.0,,0.0,3.0,220595.0,22059500.0,0.0,,,
20261101,2026-11-01,2026,4,11,November,2026-2027,0.0,0.0,,0.0,6.0,431710.0,43171000.0,0.0,,,
20261102,2026-11-02,2026,4,11,November,2026-2027,0.0,0.0,,0.0,4.0,552763.0,55276300.0,0.0,,,
20261103,2026-11-03,2026,4,11,November,2026-2027,0.0,0.0,,0.0,2.0,291460.0,29146000.0,0.0,,,
20261104,2026-11-04,2026,4,11,November,2026-2027,0.0,0.0,,0.0,6.0,586470.0,58647000.0,0.0,,,
20261105,2026-11-05,2026,4,11,November,2026-2027,0.0,0.0,,0.0,5.0,560284.0,56028400.0,0.0,,,
20261106,2026-11-06,2026,4,11,November,2026-2027,0.0,0.0,,0.0,1.0,107166.0,10716600.0,0.0,,,
20261107,2026-11-07,2026,4,11,November,2026-2027,0.0,0.0,,0.0,4.0,255033.0,25503300.0,0.0,,,
20261108,2026-11-08,2026,4,11,November,2026-2027,0.0,0.0,,0.0,2.0,229352.0,22935200.0,0.0,,,
20261109,2026-11-09,2026,4,11,November,2026-2027,0.0,0.0,,0.0,4.0,315251.0,31525100.0,0.0,,,
20261110,2026-11-10,2026,4,11,November,2026-2027,0.0,0.0,,0.0,1.0,71768.0,7176800.0,0.0,,,
20261111,2026-11-11,2026,4,11,November,2026-2027,0.0,0.0,,0.0,5.0,536796.0,53679600.0,0.0,,,
20261112,2026-11-12,2026,4,11,November,2026-2027,0.0,0.0,,0.0,6.0,372083.0,37208300.0,0.0,,,
20261113,2026-11-13,2026,4,11,November,2026-2027,0.0,0.0,,0.0,6.0,398231.0,39823100.0,0.0,,,
20261114,2026-11-14,2026,4,11,November,2026-2027,0.0,0.0,,0.0,5.0,414931.0,41493100.0,0.0,,,
20261115,2026-11-15,2026,4,11,November,2026-2027,0.0,0.0,,0.0,4.0,216576.0,21657600.0,0.0,,,
20261116,2026-11-16,2026,4,11,November,2026-2027,0.0,0.0,,0.0,3.0,196918.0,19691800.0,0.0,,,
20261117,2026-11-17,2026,4,11,November,2026-2027,0.0,0.0,,0.0,5.0,420320.0,42032000.0,0.0,,,
20261118,2026-11-18,2026,4,11,November,2026-2027,0.0,0.0,,0.0,7.0,722789.0,72278900.0,0.0,,,
20261119,2026-11-19,2026,4,11,November,2026-2027,0.0,0.0,,0.0,4.0,261178.0,26117800.0,0.0,,,
20261120,2026-11-20,2026,4,11,November,2026-2027,0.0,0.0,,0.0,7.0,663738.0,66373800.0,0.0,,,
20261121,2026-11-21,2026,4,11,November,2026-2027,0.0,0.0,,0.0,3.0,150177.0,15017700.0,0.0,,,
20261122,2026-11-22,2026,4,11,November,2026-2027,0.0,0.0,,0.0,10.0,930765.0,93076500.0,0.0,,,
20261123,2026-11-23,2026,4,11,November,2026-2027,0.0,0.0,,0.0,4.0,377913.0,37791300.0,0.0,,,
20261124,2026-11-24,2026,4,11,November,2026-2027,0.0,0.0,,0.0,3.0,315285.0,31528500.0,0.0,,,
20261125,2026-11-25,2026,4,11,November,2026-2027,0.0,0.0,,0.0,5.0,408413.0,40841300.0,0.0,,,
20261126,2026-11-26,2026,4,11,November,2026-2027,0.0,0.0,,0.0,4.0,385557.0,38555700.0,0.0,,,
20261127,2026-11-27,2026,4,11,November,2026-2027,0.0,0.0,,0.0,7.0,331463.0,33146300.0,0.0,,,
20261128,2026-11-28,2026,4,11,November,2026-2027,0.0,0.0,,0.0,6.0,396622.0,39662200.0,0.0,,,
20261129,2026-11-29,2026,4,11,November,2026-2027,0.0,0.0,,0.0,3.0,202898.0,20289800.0,0.0,,,
20261130,2026-11-30,2026,4,11,November,2026-2027,0.0,0.0,,0.0,3.0,249034.0,24903400.0,0.0,,,
20261201,2026-12-01,2026,4,12,December,2026-2027,0.0,0.0,,0.0,4.0,310674.0,31067400.0,0.0,,,
20261202,2026-12-02,2026,4,12,December,2026-2027,0.0,0.0,,0.0,5.0,303365.0,30336500.0,0.0,,,
20261203,2026-12-03,2026,4,12,December,2026-2027,0.0,0.0,,0.0,4.0,395888.0,39588800.0,0.0,,,
20261204,2026-12-04,2026,4,12,December,2026-2027,0.0,0.0,,0.0,5.0,436453.0,43645300.0,0.0,,,
20261205,2026-12-05,2026,4,12,December,2026-2027,0.0,0.0,,0.0,8.0,630390.0,63039000.0,0.0,,,
20261206,2026-12-06,2026,4,12,December,2026-2027,0.0,0.0,,0.0,4.0,265181.0,26518100.0,0.0,,,
20261207,2026-12-07,2026,4,12,December,2026-2027,0.0,0.0,,0.0,6.0,434400.0,43440000.0,0.0,,,
20261208,2026-12-08,2026,4,12,December,2026-2027,0.0,0.0,,0.0,2.0,184773.0,18477300.0,0.0,,,
20261209,2026-12-09,2026,4,12,December,2026-2027,0.0,0.0,,0.0,2.0,154078.0,15407800.0,0.0,,,
20261210,2026-12-10,2026,4,12,December,2026-2027,0.0,0.0,,0.0,6.0,433067.0,43306700.0,0.0,,,
20261211,2026-12-11,2026,4,12,December,2026-2027,0.0,0.0,,0.0,5.0,266722.0,26672200.0,0.0,,,
20261212,2026-12-12,2026,4,12,December,2026-2027,0.0,0.0,,0.0,3.0,305261.0,30526100.0,0.0,,,
20261213,2026-12-13,2026,4,12,December,2026-2027,0.0,0.0,,0.0,2.0,63296.0,6329600.0,0.0,,,
20261214,2026-12-14,2026,4,12,December,2026-2027,0.0,0.0,,0.0,10.0,774182.0,77418200.0,0.0,,,
20261215,2026-12-15,2026,4,12,December,2026-2027,0.0,0.0,,0.0,5.0,357585.0,35758500.0,0.0,,,
20261216,2026-12-16,2026,4,12,December,2026-2027,0.0,0.0,,0.0,4.0,163787.0,16378700.0,0.0,,,
20261217,2026-12-17,2026,4,12,December,2026-2027,0.0,0.0,,0.0,5.0,430123.0,43012300.0,0.0,,,
20261218,2026-12-18,2026,4,12,December,2026-2027,0.0,0.0,,0.0,4.0,287311.0,28731100.0,0.0,,,
20261219,2026-12-19,2026,4,12,December,2026-2027,0.0,0.0,,0.0,6.0,566690.0,56669000.0,0.0,,,
20261220,2026-12-20,2026,4,12,December,2026-2027,0.0,0.0,,0.0,4.0,350915.0,35091500.0,0.0,,,
20261221,2026-12-21,2026,4,12,December,2026-2027,0.0,0.0,,0.0,2.0,201453.0,20145300.0,0.0,,,
20261222,2026-12-22,2026,4,12,December,2026-2027,0.0,0.0,,0.0,2.0,156833.0,15683300.0,0.0,,,
20261223,2026-12-23,2026,4,12,December,2026-2027,0.0,0.0,,0.0,2.0,118490.0,11849000.0,0.0,,,
20261224,2026-12-24,2026,4,12,December,2026-2027,0.0,0.0,,0.0,3.0,179301.0,17930100.0,0.0,,,
20261225,2026-12-25,2026,4,12,December,2026-2027,0.0,0.0,,0.0,6.0,536710.0,53671000.0,0.0,,,
20261226,2026-12-26,2026,4,12,December,2026-2027,0.0,0.0,,0.0,3.0,220956.0,22095600.0,0.0,,,
