quote_sk,quote_id,customer_sk,vehicle_sk,quoted_premium,sales_channel,days_since_last_contact,accepted_offer,conversion_flag,quote_status,quote_stage,device_type,quote_source,quote_date,load_date,source_system
85494,Q185493,85494,85494,5857.0,26.0,99,0,0,Abandoned,Document Upload,Mobile,Agent,2025-06-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85495,Q185494,85495,85495,5483.0,152.0,289,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-07-13,2026-08-01 17:22:07.213201,Vehicle Insurance
85496,Q185495,85496,85496,5619.0,124.0,191,0,0,Abandoned,Document Upload,Tablet,Website,2025-11-20,2026-08-01 17:22:07.213201,Vehicle Insurance
85497,Q185496,85497,85497,5010.0,124.0,174,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-11-05,2026-08-01 17:22:07.213201,Vehicle Insurance
85498,Q185497,85498,85498,6368.0,26.0,152,1,1,Converted,Policy Issued,Mobile,Agent,2025-10-02,2026-08-01 17:22:07.213201,Vehicle Insurance
85499,Q185498,85499,85499,5634.0,137.0,121,0,0,Abandoned,Document Upload,Mobile,Website,2025-04-12,2026-08-01 17:22:07.213201,Vehicle Insurance
85500,Q185499,85500,85500,5120.0,26.0,129,1,0,Abandoned,Document Upload,Tablet,Agent,2025-04-15,2026-08-01 17:22:07.213201,Vehicle Insurance
85501,Q185500,85501,85501,5212.0,124.0,74,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-07-03,2026-08-01 17:22:07.213201,Vehicle Insurance
85502,Q185501,85502,85502,5687.0,8.0,39,0,0,Abandoned,Document Upload,Desktop,Agent,2025-08-15,2026-08-01 17:22:07.213201,Vehicle Insurance
85503,Q185502,85503,85503,5541.0,55.0,207,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-04-05,2026-08-01 17:22:07.213201,Vehicle Insurance
85504,Q185503,85504,85504,5900.0,26.0,104,1,1,Converted,Policy Issued,Mobile,Website,2025-10-13,2026-08-01 17:22:07.213201,Vehicle Insurance
85505,Q185504,85505,85505,6168.0,26.0,59,1,0,Abandoned,Payment,Mobile,Mobile App,2025-10-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85506,Q185505,85506,85506,4964.0,124.0,72,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-07-30,2026-08-01 17:22:07.213201,Vehicle Insurance
85507,Q185506,85507,85507,5223.0,124.0,180,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-03-03,2026-08-01 17:22:07.213201,Vehicle Insurance
85508,Q185507,85508,85508,5735.0,124.0,64,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-11-29,2026-08-01 17:22:07.213201,Vehicle Insurance
85509,Q185508,85509,85509,4971.0,154.0,235,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-04-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85510,Q185509,85510,85510,5099.0,152.0,184,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-10-29,2026-08-01 17:22:07.213201,Vehicle Insurance
85511,Q185510,85511,85511,5874.0,8.0,268,1,0,Abandoned,Underwriting,Mobile,Aggregator,2025-03-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85512,Q185511,85512,85512,5498.0,26.0,95,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-03-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85513,Q185512,85513,85513,5797.0,124.0,92,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-03-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85514,Q185513,85514,85514,5495.0,26.0,99,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-09-26,2026-08-01 17:22:07.213201,Vehicle Insurance
85515,Q185514,85515,85515,5323.0,122.0,273,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-04-27,2026-08-01 17:22:07.213201,Vehicle Insurance
85516,Q185515,85516,85516,5117.0,26.0,136,0,0,Abandoned,Document Upload,Desktop,Agent,2025-10-30,2026-08-01 17:22:07.213201,Vehicle Insurance
85517,Q185516,85517,85517,5225.0,124.0,131,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-09-26,2026-08-01 17:22:07.213201,Vehicle Insurance
85518,Q185517,85518,85518,5314.0,26.0,55,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-12-17,2026-08-01 17:22:07.213201,Vehicle Insurance
85519,Q185518,85519,85519,5817.0,26.0,208,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-11-15,2026-08-01 17:22:07.213201,Vehicle Insurance
85520,Q185519,85520,85520,5527.0,119.0,213,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-01-02,2026-08-01 17:22:07.213201,Vehicle Insurance
85521,Q185520,85521,85521,4993.0,26.0,133,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-07-17,2026-08-01 17:22:07.213201,Vehicle Insurance
85522,Q185521,85522,85522,5010.0,157.0,232,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-27,2026-08-01 17:22:07.213201,Vehicle Insurance
85523,Q185522,85523,85523,5709.0,154.0,82,0,0,Abandoned,Premium Calculation,Tablet,Agent,2025-11-13,2026-08-01 17:22:07.213201,Vehicle Insurance
85524,Q185523,85524,85524,5114.0,124.0,257,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-12-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85525,Q185524,85525,85525,6140.0,122.0,169,0,0,Abandoned,Document Upload,Desktop,Agent,2025-08-22,2026-08-01 17:22:07.213201,Vehicle Insurance
85526,Q185525,85526,85526,5274.0,15.0,15,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-09-01,2026-08-01 17:22:07.213201,Vehicle Insurance
85527,Q185526,85527,85527,6217.0,12.0,189,1,1,Converted,Policy Issued,Desktop,Agent,2025-02-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85528,Q185527,85528,85528,5167.0,122.0,88,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-02-22,2026-08-01 17:22:07.213201,Vehicle Insurance
85529,Q185528,85529,85529,5975.0,124.0,33,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-10-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85530,Q185529,85530,85530,5807.0,26.0,286,1,1,Converted,Policy Issued,Desktop,Mobile App,2025-01-26,2026-08-01 17:22:07.213201,Vehicle Insurance
85531,Q185530,85531,85531,5416.0,124.0,52,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-07-13,2026-08-01 17:22:07.213201,Vehicle Insurance
85532,Q185531,85532,85532,5298.0,124.0,50,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-24,2026-08-01 17:22:07.213201,Vehicle Insurance
85533,Q185532,85533,85533,5228.0,26.0,168,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-09-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85534,Q185533,85534,85534,5666.0,124.0,97,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-10,2026-08-01 17:22:07.213201,Vehicle Insurance
85535,Q185534,85535,85535,5769.0,16.0,278,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-12-13,2026-08-01 17:22:07.213201,Vehicle Insurance
85536,Q185535,85536,85536,5838.0,124.0,131,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-07-10,2026-08-01 17:22:07.213201,Vehicle Insurance
85537,Q185536,85537,85537,5019.0,3.0,18,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-11,2026-08-01 17:22:07.213201,Vehicle Insurance
85538,Q185537,85538,85538,5369.0,124.0,142,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-03-14,2026-08-01 17:22:07.213201,Vehicle Insurance
85539,Q185538,85539,85539,5458.0,29.0,83,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-02-22,2026-08-01 17:22:07.213201,Vehicle Insurance
85540,Q185539,85540,85540,5017.0,25.0,115,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-09-10,2026-08-01 17:22:07.213201,Vehicle Insurance
85541,Q185540,85541,85541,4953.0,124.0,57,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-08-10,2026-08-01 17:22:07.213201,Vehicle Insurance
85542,Q185541,85542,85542,5261.0,26.0,200,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-10-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85543,Q185542,85543,85543,5664.0,26.0,206,1,1,Converted,Policy Issued,Tablet,Aggregator,2025-07-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85544,Q185543,85544,85544,4987.0,122.0,282,1,0,Abandoned,Payment,Mobile,Mobile App,2025-10-20,2026-08-01 17:22:07.213201,Vehicle Insurance
85545,Q185544,85545,85545,6143.0,26.0,90,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-24,2026-08-01 17:22:07.213201,Vehicle Insurance
85546,Q185545,85546,85546,5118.0,15.0,13,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-01-15,2026-08-01 17:22:07.213201,Vehicle Insurance
85547,Q185546,85547,85547,5393.0,26.0,193,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-04-04,2026-08-01 17:22:07.213201,Vehicle Insurance
85548,Q185547,85548,85548,5151.0,124.0,52,0,0,Abandoned,Document Upload,Mobile,Website,2025-12-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85549,Q185548,85549,85549,5853.0,124.0,191,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-07-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85550,Q185549,85550,85550,5892.0,26.0,121,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-12-14,2026-08-01 17:22:07.213201,Vehicle Insurance
85551,Q185550,85551,85551,5282.0,16.0,179,0,0,Abandoned,Document Upload,Tablet,Mobile App,2025-12-07,2026-08-01 17:22:07.213201,Vehicle Insurance
85552,Q185551,85552,85552,5730.0,122.0,289,0,0,Abandoned,Document Upload,Desktop,Website,2025-09-16,2026-08-01 17:22:07.213201,Vehicle Insurance
85553,Q185552,85553,85553,5767.0,26.0,260,1,0,Abandoned,Underwriting,Mobile,Mobile App,2025-09-06,2026-08-01 17:22:07.213201,Vehicle Insurance
85554,Q185553,85554,85554,5151.0,124.0,284,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-03-20,2026-08-01 17:22:07.213201,Vehicle Insurance
85555,Q185554,85555,85555,5417.0,26.0,88,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85556,Q185555,85556,85556,5789.0,26.0,277,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-05-11,2026-08-01 17:22:07.213201,Vehicle Insurance
85557,Q185556,85557,85557,6558.0,124.0,169,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-02-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85558,Q185557,85558,85558,5846.0,157.0,253,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-07-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85559,Q185558,85559,85559,5635.0,124.0,266,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-09-24,2026-08-01 17:22:07.213201,Vehicle Insurance
85560,Q185559,85560,85560,6652.0,26.0,240,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-04-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85561,Q185560,85561,85561,5030.0,26.0,218,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-09-05,2026-08-01 17:22:07.213201,Vehicle Insurance
85562,Q185561,85562,85562,6393.0,26.0,21,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-08-05,2026-08-01 17:22:07.213201,Vehicle Insurance
85563,Q185562,85563,85563,5353.0,124.0,102,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-12-19,2026-08-01 17:22:07.213201,Vehicle Insurance
85564,Q185563,85564,85564,6204.0,11.0,156,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-02-07,2026-08-01 17:22:07.213201,Vehicle Insurance
85565,Q185564,85565,85565,5076.0,26.0,127,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-03-28,2026-08-01 17:22:07.213201,Vehicle Insurance
85566,Q185565,85566,85566,5191.0,124.0,217,1,1,Converted,Policy Issued,Mobile,Website,2025-11-05,2026-08-01 17:22:07.213201,Vehicle Insurance
85567,Q185566,85567,85567,5075.0,26.0,286,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-09-16,2026-08-01 17:22:07.213201,Vehicle Insurance
85568,Q185567,85568,85568,5417.0,11.0,222,0,0,Abandoned,Document Upload,Desktop,Aggregator,2025-02-24,2026-08-01 17:22:07.213201,Vehicle Insurance
85569,Q185568,85569,85569,5450.0,16.0,121,0,0,Abandoned,Document Upload,Tablet,Mobile App,2025-11-20,2026-08-01 17:22:07.213201,Vehicle Insurance
85570,Q185569,85570,85570,5010.0,26.0,189,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-12-28,2026-08-01 17:22:07.213201,Vehicle Insurance
85571,Q185570,85571,85571,5509.0,156.0,20,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-10-26,2026-08-01 17:22:07.213201,Vehicle Insurance
85572,Q185571,85572,85572,5751.0,14.0,205,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-05-07,2026-08-01 17:22:07.213201,Vehicle Insurance
85573,Q185572,85573,85573,5055.0,26.0,224,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-10-17,2026-08-01 17:22:07.213201,Vehicle Insurance
85574,Q185573,85574,85574,6241.0,23.0,86,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-08-24,2026-08-01 17:22:07.213201,Vehicle Insurance
85575,Q185574,85575,85575,6261.0,109.0,100,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-11-23,2026-08-01 17:22:07.213201,Vehicle Insurance
85576,Q185575,85576,85576,5068.0,124.0,33,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-01-05,2026-08-01 17:22:07.213201,Vehicle Insurance
85577,Q185576,85577,85577,5380.0,122.0,281,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-11-13,2026-08-01 17:22:07.213201,Vehicle Insurance
85578,Q185577,85578,85578,6565.0,124.0,215,0,0,Abandoned,Document Upload,Desktop,Website,2025-05-20,2026-08-01 17:22:07.213201,Vehicle Insurance
85579,Q185578,85579,85579,5611.0,124.0,28,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-09-04,2026-08-01 17:22:07.213201,Vehicle Insurance
85580,Q185579,85580,85580,5531.0,120.0,272,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-01-04,2026-08-01 17:22:07.213201,Vehicle Insurance
85581,Q185580,85581,85581,5068.0,26.0,234,0,0,Abandoned,Document Upload,Desktop,Agent,2025-10-29,2026-08-01 17:22:07.213201,Vehicle Insurance
85582,Q185581,85582,85582,5751.0,157.0,142,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-08-21,2026-08-01 17:22:07.213201,Vehicle Insurance
85583,Q185582,85583,85583,5174.0,124.0,254,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-01-31,2026-08-01 17:22:07.213201,Vehicle Insurance
85584,Q185583,85584,85584,5508.0,124.0,119,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-09-27,2026-08-01 17:22:07.213201,Vehicle Insurance
85585,Q185584,85585,85585,5571.0,124.0,117,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-10-03,2026-08-01 17:22:07.213201,Vehicle Insurance
85586,Q185585,85586,85586,5139.0,158.0,18,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-12-26,2026-08-01 17:22:07.213201,Vehicle Insurance
85587,Q185586,85587,85587,5123.0,156.0,229,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-03-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85588,Q185587,85588,85588,5467.0,124.0,275,1,1,Converted,Policy Issued,Desktop,Agent,2025-02-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85589,Q185588,85589,85589,5261.0,26.0,236,0,0,Abandoned,Document Upload,Desktop,Website,2025-02-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85590,Q185589,85590,85590,5440.0,7.0,87,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-11-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85591,Q185590,85591,85591,5222.0,11.0,168,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-09-27,2026-08-01 17:22:07.213201,Vehicle Insurance
85592,Q185591,85592,85592,5659.0,25.0,208,0,0,Abandoned,Document Upload,Mobile,Website,2025-02-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85593,Q185592,85593,85593,4965.0,124.0,104,0,0,Abandoned,Document Upload,Desktop,Website,2025-04-10,2026-08-01 17:22:07.213201,Vehicle Insurance
85594,Q185593,85594,85594,5457.0,26.0,94,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-11-14,2026-08-01 17:22:07.213201,Vehicle Insurance
85595,Q185594,85595,85595,5007.0,157.0,176,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-07-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85596,Q185595,85596,85596,5763.0,156.0,139,1,1,Converted,Policy Issued,Mobile,Agent,2025-08-15,2026-08-01 17:22:07.213201,Vehicle Insurance
85597,Q185596,85597,85597,4950.0,124.0,209,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-02-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85598,Q185597,85598,85598,5576.0,160.0,46,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-04-11,2026-08-01 17:22:07.213201,Vehicle Insurance
85599,Q185598,85599,85599,5174.0,26.0,283,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-03-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85600,Q185599,85600,85600,5324.0,152.0,186,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-07-13,2026-08-01 17:22:07.213201,Vehicle Insurance
85601,Q185600,85601,85601,5625.0,124.0,184,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-04-21,2026-08-01 17:22:07.213201,Vehicle Insurance
85602,Q185601,85602,85602,5613.0,26.0,48,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-09-02,2026-08-01 17:22:07.213201,Vehicle Insurance
85603,Q185602,85603,85603,4983.0,124.0,94,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-07-21,2026-08-01 17:22:07.213201,Vehicle Insurance
85604,Q185603,85604,85604,5022.0,124.0,64,0,0,Abandoned,Document Upload,Mobile,Agent,2025-07-12,2026-08-01 17:22:07.213201,Vehicle Insurance
85605,Q185604,85605,85605,5882.0,26.0,190,0,0,Abandoned,Premium Calculation,Tablet,Aggregator,2025-12-03,2026-08-01 17:22:07.213201,Vehicle Insurance
85606,Q185605,85606,85606,5755.0,19.0,256,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-11-25,2026-08-01 17:22:07.213201,Vehicle Insurance
85607,Q185606,85607,85607,5222.0,26.0,285,0,0,Abandoned,Document Upload,Mobile,Website,2025-07-17,2026-08-01 17:22:07.213201,Vehicle Insurance
85608,Q185607,85608,85608,5305.0,26.0,117,1,0,Abandoned,Payment,Desktop,Website,2025-07-31,2026-08-01 17:22:07.213201,Vehicle Insurance
85609,Q185608,85609,85609,5105.0,124.0,58,1,1,Converted,Policy Issued,Mobile,Mobile App,2025-01-30,2026-08-01 17:22:07.213201,Vehicle Insurance
85610,Q185609,85610,85610,5119.0,26.0,104,0,0,Abandoned,Premium Calculation,Tablet,Website,2025-06-12,2026-08-01 17:22:07.213201,Vehicle Insurance
85611,Q185610,85611,85611,6437.0,13.0,94,0,0,Abandoned,Premium Calculation,Desktop,Mobile App,2025-04-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85612,Q185611,85612,85612,5736.0,55.0,298,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-09-19,2026-08-01 17:22:07.213201,Vehicle Insurance
85613,Q185612,85613,85613,5917.0,61.0,94,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-04-02,2026-08-01 17:22:07.213201,Vehicle Insurance
85614,Q185613,85614,85614,5121.0,124.0,246,0,0,Abandoned,Document Upload,Mobile,Website,2025-08-28,2026-08-01 17:22:07.213201,Vehicle Insurance
85615,Q185614,85615,85615,5545.0,11.0,217,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-12-28,2026-08-01 17:22:07.213201,Vehicle Insurance
85616,Q185615,85616,85616,4997.0,26.0,220,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-06-02,2026-08-01 17:22:07.213201,Vehicle Insurance
85617,Q185616,85617,85617,6003.0,26.0,60,0,0,Abandoned,Premium Calculation,Tablet,Website,2025-04-22,2026-08-01 17:22:07.213201,Vehicle Insurance
85618,Q185617,85618,85618,5084.0,124.0,273,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-10-08,2026-08-01 17:22:07.213201,Vehicle Insurance
85619,Q185618,85619,85619,5383.0,26.0,93,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-09-29,2026-08-01 17:22:07.213201,Vehicle Insurance
85620,Q185619,85620,85620,5155.0,26.0,250,0,0,Abandoned,Document Upload,Desktop,Agent,2025-07-15,2026-08-01 17:22:07.213201,Vehicle Insurance
85621,Q185620,85621,85621,5912.0,26.0,33,1,1,Converted,Policy Issued,Mobile,Aggregator,2025-03-24,2026-08-01 17:22:07.213201,Vehicle Insurance
85622,Q185621,85622,85622,5437.0,26.0,80,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-12-12,2026-08-01 17:22:07.213201,Vehicle Insurance
85623,Q185622,85623,85623,5033.0,26.0,100,1,1,Converted,Policy Issued,Desktop,Website,2025-12-02,2026-08-01 17:22:07.213201,Vehicle Insurance
85624,Q185623,85624,85624,6145.0,26.0,279,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-02-09,2026-08-01 17:22:07.213201,Vehicle Insurance
85625,Q185624,85625,85625,5757.0,26.0,190,0,0,Abandoned,Document Upload,Desktop,Agent,2025-08-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85626,Q185625,85626,85626,6107.0,163.0,276,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-09-03,2026-08-01 17:22:07.213201,Vehicle Insurance
85627,Q185626,85627,85627,5681.0,26.0,118,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-06-07,2026-08-01 17:22:07.213201,Vehicle Insurance
85628,Q185627,85628,85628,5855.0,160.0,249,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-07-22,2026-08-01 17:22:07.213201,Vehicle Insurance
85629,Q185628,85629,85629,5922.0,156.0,34,0,0,Abandoned,Premium Calculation,Tablet,Mobile App,2025-01-19,2026-08-01 17:22:07.213201,Vehicle Insurance
85630,Q185629,85630,85630,5371.0,116.0,75,0,0,Abandoned,Document Upload,Mobile,Website,2025-07-07,2026-08-01 17:22:07.213201,Vehicle Insurance
85631,Q185630,85631,85631,5653.0,124.0,158,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-12-26,2026-08-01 17:22:07.213201,Vehicle Insurance
85632,Q185631,85632,85632,5805.0,26.0,232,1,1,Converted,Policy Issued,Mobile,Agent,2025-06-14,2026-08-01 17:22:07.213201,Vehicle Insurance
85633,Q185632,85633,85633,5564.0,26.0,73,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-04-14,2026-08-01 17:22:07.213201,Vehicle Insurance
85634,Q185633,85634,85634,4965.0,26.0,30,1,1,Converted,Policy Issued,Tablet,Agent,2025-04-19,2026-08-01 17:22:07.213201,Vehicle Insurance
85635,Q185634,85635,85635,5167.0,26.0,200,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-12-09,2026-08-01 17:22:07.213201,Vehicle Insurance
85636,Q185635,85636,85636,5171.0,26.0,222,0,0,Abandoned,Premium Calculation,Desktop,Website,2025-10-10,2026-08-01 17:22:07.213201,Vehicle Insurance
85637,Q185636,85637,85637,5062.0,124.0,63,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-01-28,2026-08-01 17:22:07.213201,Vehicle Insurance
85638,Q185637,85638,85638,5821.0,13.0,94,0,0,Abandoned,Premium Calculation,Mobile,Website,2025-03-28,2026-08-01 17:22:07.213201,Vehicle Insurance
85639,Q185638,85639,85639,5156.0,106.0,195,0,0,Abandoned,Document Upload,Tablet,Website,2025-06-01,2026-08-01 17:22:07.213201,Vehicle Insurance
85640,Q185639,85640,85640,5332.0,124.0,23,0,0,Abandoned,Document Upload,Mobile,Agent,2025-09-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85641,Q185640,85641,85641,5325.0,124.0,64,0,0,Abandoned,Document Upload,Mobile,Agent,2025-01-23,2026-08-01 17:22:07.213201,Vehicle Insurance
85642,Q185641,85642,85642,5019.0,124.0,72,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-01-14,2026-08-01 17:22:07.213201,Vehicle Insurance
85643,Q185642,85643,85643,5184.0,26.0,170,0,0,Abandoned,Document Upload,Mobile,Agent,2025-12-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85644,Q185643,85644,85644,5885.0,154.0,17,0,0,Abandoned,Document Upload,Desktop,Agent,2025-04-17,2026-08-01 17:22:07.213201,Vehicle Insurance
85645,Q185644,85645,85645,5012.0,26.0,97,0,0,Abandoned,Document Upload,Mobile,Mobile App,2025-07-26,2026-08-01 17:22:07.213201,Vehicle Insurance
85646,Q185645,85646,85646,5429.0,26.0,197,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-06-30,2026-08-01 17:22:07.213201,Vehicle Insurance
85647,Q185646,85647,85647,5580.0,124.0,99,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-12-11,2026-08-01 17:22:07.213201,Vehicle Insurance
85648,Q185647,85648,85648,5988.0,26.0,247,0,0,Abandoned,Document Upload,Mobile,Website,2025-07-16,2026-08-01 17:22:07.213201,Vehicle Insurance
85649,Q185648,85649,85649,6211.0,124.0,203,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-07-05,2026-08-01 17:22:07.213201,Vehicle Insurance
85650,Q185649,85650,85650,5770.0,26.0,177,0,0,Abandoned,Premium Calculation,Mobile,Agent,2025-03-20,2026-08-01 17:22:07.213201,Vehicle Insurance
85651,Q185650,85651,85651,5013.0,156.0,217,0,0,Abandoned,Document Upload,Desktop,Mobile App,2025-02-16,2026-08-01 17:22:07.213201,Vehicle Insurance
85652,Q185651,85652,85652,4956.0,26.0,95,0,0,Abandoned,Premium Calculation,Mobile,Aggregator,2025-04-18,2026-08-01 17:22:07.213201,Vehicle Insurance
85653,Q185652,85653,85653,5499.0,124.0,208,0,0,Abandoned,Premium Calculation,Mobile,Mobile App,2025-05-20,2026-08-01 17:22:07.213201,Vehicle Insurance
85654,Q185653,85654,85654,5308.0,152.0,226,0,0,Abandoned,Premium Calculation,Desktop,Aggregator,2025-09-24,2026-08-01 17:22:07.213201,Vehicle Insurance
85655,Q185654,85655,85655,5830.0,124.0,168,0,0,Abandoned,Document Upload,Mobile,Agent,2025-12-22,2026-08-01 17:22:07.213201,Vehicle Insurance
85656,Q185655,85656,85656,5259.0,26.0,294,0,0,Abandoned,Premium Calculation,Desktop,Agent,2025-08-01,2026-08-01 17:22:07.213201,Vehicle Insurance
85657,Q185656,85657,85657,5322.0,152.0,201,0,0,Abandoned,Document Upload,Mobile,Aggregator,2025-04-27,2026-08-01 17:22:07.213201,Vehicle Insurance
